CfgID,GUID,IN_E11,IN_E22,IN_ElemCount,IN_HubMaterial,IN_Root_AvgCapMaterialThickness,IN_Tip_AvgCapMaterialThickness,OUT_Blade_Cost_Total,OUT_Blade_Tip_Deflection
30-20,9671082c-63ec-43d0-9a69-ff0e982a41f9,26998.86375,31742.58542,11,Steel,80.04918906,22.39654311,144951.9236,2685.382947
32-16,4d1d9f2d-5e6e-40fb-9054-b354213327e2,30838.48377,29781.84737,42,Steel,89.63646818,25.15262173,164040.3618,2129.316305
32-16,0f36b9c9-a6f6-464d-a9b4-18ce5664e00f,31677.45902,39811.15395,32,Steel,95.17909453,27.7689116,172048.9377,1928.989723
30-16,d4eb121d-9f6a-4084-9f3a-3ee3d3430f6f,26769.01069,76057.32322,33,Steel,79.05591823,29.7336026,144872.412,2512.357855
28-16,450a7f7c-43aa-406d-8731-3335150c6d62,29332.72551,15729.04559,46,Steel,95.5034427,24.90444548,165570.9751,2296.816098
30-16,51a0853a-a222-4c54-bd0d-251c24c6b9b1,26715.3434,41770.35655,43,Steel,87.8188436,28.92755931,160335.5539,2361.886651
28-16,4c1f7b62-2869-4084-8a35-6a8b644f2d6f,30303.67559,74438.63688,27,Steel,86.07898755,24.63988283,154895.1658,2429.708383
28-16,88197cec-078e-4c05-8cae-0903c64c1d85,31141.1495,55840.70686,47,Steel,94.57470697,23.58486015,164058.4053,2269.057385
28-20,c8a903e2-7118-45a5-89c5-f923d104ce61,29686.66867,83711.94764,15,Steel,87.33319095,23.0237132,156026.1746,2499.668952
30-20,dce7206b-5f20-4269-ac16-3c95d70fc126,26856.87684,25358.94887,45,Steel,87.27154972,25.80867457,160125.2345,2546.826552
30-20,b7f8ccaf-2c6c-43f5-b614-76c9290bbf79,28694.95071,65711.09598,54,Steel,89.50256115,28.13643316,162468.2471,2340.880272
30-20,d7bfada7-b2d3-49ff-ae4c-b12b18195777,26817.41662,38390.11063,26,Steel,78.0012253,24.33909095,143774.145,2795.3347
28-20,449b1a86-a295-4eaf-9373-1bbce3b915cb,28527.9684,56431.86519,59,Steel,81.34905606,25.25989647,143718.7732,2731.917052
32-20,d62bb134-f0c2-4ad3-a63d-26aab69c4cd9,26782.59997,25465.50476,31,Steel,77.23087088,21.34075347,144800.3806,2827.38699
32-16,4390d37b-f234-40bc-846e-ca2e1a15df84,30229.78024,47318.53551,34,Steel,85.61673099,22.48777676,159700.3928,2306.793094
32-20,eedb8cb9-5949-45fc-8c79-4d8c8bedb0fc,31683.0819,16045.85578,53,Steel,89.724451,24.01032108,164021.993,2208.089725
28-20,8f15f280-339c-44da-9398-a1b684d825a9,30760.05391,67665.59646,45,Steel,96.42299034,24.49878435,166579.5204,2291.438866
30-20,a3b655f2-f681-417f-8268-74089b04480c,27555.26292,36435.02355,12,Steel,94.77217565,21.8334899,167814.1752,2315.945624
30-20,87dc46d6-f5d8-403a-b1cf-acbf2c29b27a,29615.4003,69074.98834,13,Steel,93.55126136,29.66041698,168862.0953,2091.396613
30-16,8aaea851-d12d-42e2-8207-b608166cf332,27604.98932,21287.627,27,Steel,96.10412714,22.53479889,168037.751,2304.354225
28-16,74f7a6ea-f231-4002-a391-1924e1cd747d,29811.99454,39985.88122,20,Steel,84.49961544,23.66782872,153450.5899,2493.637761
30-16,497e4095-0b9f-4c77-af86-cf0404d5eb62,29489.23628,25098.48218,29,Steel,77.69249777,20.59184574,141836.6127,2695.523593
30-20,8e7485cb-21c5-4722-82dd-9da2225bbc24,29443.04453,69013.99627,51,Steel,82.89567719,28.19850861,154822.5,2437.683456
32-16,12b16ce9-1005-4c9d-8e51-187fdf2f277b,31075.077,32216.81829,44,Steel,93.92778159,23.3807899,169594.9321,2097.244778
30-20,081522c5-e19a-4f8b-91d8-d99834441ad8,28126.1072,56979.27432,58,Steel,89.80679869,23.84712516,161618.4119,2491.361564
32-16,4e5f2734-6a08-431e-aa0c-7dcb4e722807,29999.81206,59068.12827,26,Steel,95.69109643,27.13347459,172324.9093,1987.930245
32-20,2aed3b9c-e332-435a-8cdc-41ea552e41d5,27992.74199,25153.99754,39,Steel,78.79046477,25.84423925,146964.5744,2559.232643
30-16,92887e94-dcff-4009-8b91-527cab826c60,28678.61312,84550.33965,49,Steel,90.33994852,29.08580503,162365.9116,2225.585447
28-16,adf81191-2157-4e2a-9419-1462c104cf49,28392.5706,37529.82886,11,Steel,77.63251358,29.0167526,141255.4516,2485.708005
30-20,1ea9aaa2-83ef-48f7-9182-8d32f421ee0c,28829.10001,64957.25367,55,Steel,84.76352786,29.38172934,158752.9687,2405.26306
30-16,f9448a4c-e21e-43ab-8cd3-0737d08a0611,30059.55098,12441.49338,38,Steel,86.96370056,27.4340899,158912.6836,2259.160073
30-16,826bcc69-71d2-4f59-9250-511b79e66d09,30745.3355,68291.5239,47,Steel,84.32742957,26.37569849,156409.7187,2310.472294
32-16,1af44873-37f4-4b57-94f1-d0032eecbbb7,28913.71089,28674.64829,33,Steel,93.65437203,25.28756432,170050.5492,2133.999071
30-20,cdefa5ba-2085-4377-9e80-d656fcb2de53,29900.08851,86972.31801,30,Steel,93.21745012,21.95599195,166460.8888,2364.183178
30-20,abbe3d32-b089-4c7f-9c87-5a3cd8460aa4,26673.37004,24916.67839,32,Steel,88.67716394,26.26700239,161412.3629,2495.219001
30-16,a8c1de10-23f3-4d29-b426-bf6b7d015583,27754.27361,56204.75488,47,Steel,89.83445209,24.20322431,160554.0724,2405.52606
30-20,d570c363-da65-4b8a-81cc-6f73fd8b3456,27085.32769,38360.40786,33,Steel,92.58445445,29.56473619,165316.6168,2314.655755
28-20,139a400c-3e39-4a76-acd5-2e497111a9cf,30777.25059,54555.49245,19,Steel,88.74862099,22.6833103,157226.4359,2453.439921
30-20,d0f075c9-fd12-4141-bb1e-fab490231b7d,28399.21578,76586.90365,46,Steel,81.91434594,20.95977281,145987.2196,2763.330148
32-20,c69fc557-9d62-4eed-9f16-5fcbf3aa1d2b,30767.01424,31479.60846,12,Steel,83.24190846,27.79466079,157305.4948,2168.732127
32-20,a4eaea33-85da-4bfa-89e4-cd5751b74033,27871.58228,19517.78365,33,Steel,89.53240962,21.16756751,162971.7082,2458.71207
28-16,6bfd6de5-f543-40d3-842d-f83f6e5da1bd,26220.86925,44131.77628,40,Steel,92.66841723,25.66381511,160535.5107,2486.331009
32-16,dfae8521-ffb4-47c8-a860-ef95b8752c33,31202.91082,89163.06007,25,Steel,95.63584413,23.37632379,171168.3559,2023.75593
32-20,27fe5e0d-3ca6-428c-abc9-c71d6500f84f,28600.35665,53135.12335,41,Steel,77.94460961,26.30891318,146442.4983,2541.073018
28-16,d1575b7d-15a8-448f-9106-0590ca6fe13f,30017.9069,72268.87013,11,Steel,88.15908467,21.70843706,155979.069,2361.501725
32-16,9c80e27e-9943-4337-aa04-9d62e7ab1fd1,27500.80901,73346.27551,53,Steel,82.79685581,27.34864133,150301.1066,2369.448547
28-20,943bf0b9-1c7f-468e-9bde-44fe08a6f7dd,27613.84495,64431.47669,40,Steel,91.22274025,23.05978692,159187.3131,2617.199633
30-20,e0bf80f3-0c45-4908-8cdc-d7c8b7ebf619,26917.66433,71294.82238,55,Steel,91.55320147,26.91387367,164112.7935,2436.454524
32-16,1a6b5b4d-1098-4646-adcb-a0dc56c9c7f1,27569.74094,56900.97721,12,Steel,78.83603899,25.12360083,146566.0967,2394.509537
32-20,58c079d6-1763-407a-8421-8d0b2f73d35d,31084.72348,21782.78624,40,Steel,93.04554745,25.30423161,169569.71,2136.88335
28-16,fa2a0698-5668-4823-b634-aa657f95b4f9,27721.37238,51583.53943,53,Steel,87.55213227,26.61711415,156661.513,2494.029285
30-20,75f0801f-9887-4047-8ddb-b9b50a77d329,28441.76418,16925.08072,15,Steel,85.5380058,23.12079405,157685.7149,2501.104048
28-16,7637f46d-5ded-437f-83c8-bedd293e4016,29398.70048,78978.18328,13,Steel,78.44987173,26.68844458,141263.999,2506.327516
30-20,3c0c386f-20bd-41f9-8022-a26ae1120ba8,28744.71359,27148.52083,44,Steel,82.08189867,22.90003812,146630.5906,2658.172447
30-20,281bc36f-4411-4cfa-8795-794db628aef2,29056.19692,32110.61323,55,Steel,92.69585156,23.06327713,163726.1847,2414.114949
28-20,348f042d-2c75-4718-9349-ed67e33637bb,26275.21321,55813.55187,55,Steel,85.65451444,23.06716697,154609.1839,2845.49286
30-20,4cf7d344-07ef-43c7-b88d-efd5929c0184,29931.24834,55343.10342,22,Steel,81.75679393,22.9285035,146402.7245,2563.99563
32-20,ea46a616-1b1b-4882-a27f-eb03b11f0ec2,29947.03593,30143.15533,56,Steel,79.68757437,26.09484426,147899.5586,2441.289954
30-20,f9890e37-00d1-4de2-ae10-d8462ccbfd62,26332.37839,40288.81343,35,Steel,83.61505054,24.85198688,156530.4711,2681.716861
28-20,3a92e678-bbcf-4fc5-a3d9-098cc89063a4,26377.43986,13549.4948,41,Steel,88.70853066,20.20581565,156265.0208,2844.017407
30-16,f51ad631-8dc1-445a-9333-136dde11bbbd,31729.5381,31917.87307,57,Steel,84.89545757,25.42635987,156670.9756,2296.509893
32-20,0be58f2a-ad1a-4e12-b77f-19e8edfc4c53,27464.68046,42091.88751,41,Steel,77.0682419,25.23084382,145467.9239,2662.884456
30-20,d5f298bb-ddfa-44cd-9a4d-e654768d3029,29774.47127,75684.97861,39,Steel,81.0435722,21.36603447,145472.5955,2684.86974
30-16,115a222e-4ce2-4845-9c70-8870a8064e59,30332.53448,84125.33118,53,Steel,77.35149288,24.38369271,142434.928,2554.998292
28-16,83c75309-d70b-422b-8f65-3789ca6efc1b,27107.82886,67784.68284,48,Steel,81.1071498,28.28933444,143987.9532,2627.323857
28-16,167beb06-4c66-4ea4-9227-8991617a6e4d,30263.95765,60465.82329,37,Steel,90.46313074,22.70657583,158198.4976,2415.579973
32-16,3b87de78-b4f1-4b98-b14b-cd27b0d14ba8,28519.01909,52389.43874,49,Steel,91.66421332,25.45886828,165830.2929,2202.003824
28-20,5eb8384e-de6c-4196-a06a-aab2293d1ebc,28580.63794,79724.23655,28,Steel,90.02776577,20.80769612,157495.3244,2641.959277
30-16,44db2787-5791-49a9-b4db-4b14c9c0b14d,31238.54074,71896.90409,38,Steel,91.03254026,23.94217402,161711.6752,2223.156635
32-16,82867305-c1fb-44c6-9c40-bc666b41c1da,29204.71632,62265.37109,15,Steel,83.97603046,28.09660071,159751.53,2159.562585
28-16,589c293a-7e8b-4916-a0c4-232ef2f0dd21,30650.30807,64856.17073,25,Steel,88.92783522,24.36363362,157429.3032,2346.564812
32-16,95de1b28-61c7-45bd-9f49-53aff3ce9824,26530.17792,12736.87949,52,Steel,78.532939,20.49542313,145210.1932,2761.284109
30-20,e981a0c8-58b9-4111-803d-c94357259077,29161.71614,76700.86585,40,Steel,80.01049393,24.65087379,145427.3835,2630.495985
32-16,7d4579e5-e9f3-4aa3-a970-5b61ede3bcf8,28190.97634,83140.60255,21,Steel,84.45961606,26.99927298,159981.9343,2257.90573
28-20,aad4139a-d875-474f-8c5f-5a0230c4d2d2,30087.95524,89847.38827,54,Steel,93.69490671,29.04316911,165434.8493,2269.798259
28-20,b9af647c-8bcb-4ba4-8820-198fbf9a8999,26186.56774,88856.41729,59,Steel,94.5457033,23.81572037,168778.3914,2105.683062
28-16,8112b9fe-3c31-4794-923b-e3d13a582721,28031.4981,34138.91211,43,Steel,86.68839511,20.47107572,154167.3315,2692.160374
32-20,76d67dc7-436d-497f-aec7-736d369010d7,26351.59105,55462.34987,59,Steel,80.69600997,22.31673115,147579.5281,2757.492268
30-16,c9ae667b-d9f9-46f2-8181-29e8f55f4de3,31656.64715,54776.06149,58,Steel,86.85359099,29.54258156,159400.8203,2151.926193
28-16,4c606a5e-c7d3-4490-9b95-4d0dbde0921d,29541.2194,79952.63049,28,Steel,87.89044252,29.93144208,157893.0949,2276.196654
32-16,dc89ad34-7e07-4846-a6c7-b3442bc4b033,30387.76992,88699.5011,20,Steel,90.15163492,22.81593268,163807.1786,2151.172789
28-16,9e81445a-206a-4f73-b5b2-0483649f9cdb,28178.54874,55601.80484,6,Steel,83.43893294,22.9418759,157641.9097,2234.134104
28-20,43b93539-9047-4b88-b13f-9a056addb469,31380.11088,70194.95115,53,Steel,91.47774658,27.6741904,160878.0235,2298.793611
30-20,41c7f38f-b283-47b3-8ea0-a97af884c4e9,27662.20016,41686.49247,37,Steel,83.18026523,24.12903713,153969.1036,2641.485576
30-20,24f498ac-6708-4ae5-8e04-2e5dad17af35,28919.91832,74553.67309,33,Steel,85.57858647,26.42065501,158696.829,2448.337206
30-16,a167f54c-189f-43be-b304-a7ba73fb8264,30058.73615,46200.55889,41,Steel,89.33334182,22.86542186,159770.9554,2335.249534
28-16,6bede713-b7f8-4936-b607-4c35b359c656,31105.48974,81290.96524,35,Steel,88.10083843,22.37954053,156003.7334,2423.344251
30-20,7396adde-06cb-4f73-8816-5cf6ea7d840d,30827.37097,77822.56223,56,Steel,85.31791115,20.09494385,156904.2801,2583.898345
28-20,c76b556f-6344-4205-9fed-ba9151bf30fc,28326.60983,59159.49226,38,Steel,95.22488947,21.51647978,164733.1204,2480.438108
30-20,0fe58529-eca4-441e-9306-e0b9b59d1ff2,29198.28474,43363.65139,23,Steel,95.75553206,27.32968353,170217.9151,2179.558831
32-16,0eb1498b-0fa5-442c-b34f-5362b9b215c7,29816.02787,72851.43986,18,Steel,80.68600998,25.86995533,148124.2655,2284.455423
32-20,f6acad8f-40bd-4491-8555-7ac390c5fc49,30562.21069,76567.1548,15,Steel,88.34695127,26.55890347,163696.4731,2136.140307
28-20,5337dd85-7fea-42a1-8ef4-a048548c52fd,27583.82997,29476.80696,16,Steel,96.12307699,24.02910187,165900.3845,2385.797559
32-16,3f8f2e37-8954-453d-b2ff-402d88dc6e5a,29019.7113,39493.11289,20,Steel,84.95391389,25.99411582,160222.2477,2231.706171
32-20,c61b7095-5544-4e8d-bd90-5aae5c728de8,29849.3818,31338.21527,55,Steel,80.91933093,24.92437841,148640.8791,2461.503151
32-16,40d22fa2-958c-4c4b-b8fa-0e6d287e4b50,28659.00246,29479.59715,29,Steel,86.87853517,27.40149799,162031.4431,2209.13314
28-16,e32eede6-7ee5-48df-ab15-908598a8efc0,27779.42463,36708.58604,56,Steel,86.51060002,23.41861777,155074.6919,2618.90366
30-16,85a06780-cf88-493c-a769-54e552f9a634,26749.05484,36810.34135,45,Steel,91.7172345,20.05981204,161033.683,2560.667359
28-20,3a98d934-e4e7-4789-b11a-eaa16083a988,29503.21014,66796.35556,56,Steel,87.18342866,22.35772579,155923.7439,2633.32447
28-20,b441a593-d3ad-420f-ab02-8121da1bf562,29397.42802,89658.13124,16,Steel,81.72094513,22.13206138,143407.5411,2689.159684
32-20,41a1b9d0-4839-4e8f-a662-72cac3f682d7,26665.83337,30001.74155,35,Steel,79.95183697,24.53927013,147669.2126,2644.8993
30-16,94a940c2-d165-4ed9-8a0b-e3e83ed8b5d6,28188.6126,75178.96439,50,Steel,78.90845317,25.77997705,143768.4379,2580.642533
28-16,87a48851-36ec-4083-8041-82c026b86da9,28295.67703,14925.41869,22,Steel,85.3549044,27.38165454,154993.472,2450.187029
32-20,cd7ec625-2949-4cab-98ad-60df49b9794e,26503.06656,51388.59256,20,Steel,86.47161833,21.44420037,160601.4946,2560.346831
30-16,5c3bbbc9-0203-456c-8916-07fdc523107f,30962.98898,37622.82375,15,Steel,77.996405,27.21739293,143302.6844,2337.018535
30-20,53191243-9850-40a3-bf16-4532d471d220,29742.32283,13713.97179,24,Steel,90.73081526,26.6482204,163167.891,2277.634911
32-16,ab3030b5-4a2d-40de-b343-6e05ff32834e,26694.5995,31823.22642,52,Steel,77.0172593,28.91752615,145998.5323,2501.152153
32-20,a5711000-506e-4cca-bf53-680b2df19f0e,30165.28872,49627.81758,13,Steel,95.91106648,24.58858165,172331.597,2041.278752
30-16,b1073d23-768a-43a6-80bb-996f42f98674,28099.75333,20305.13263,26,Steel,78.17521848,28.25761306,143781.2295,2492.357051
28-16,b7ec94e9-f967-482f-87d8-827bbcd9cfd6,30257.09719,60715.06074,60,Steel,78.13109925,23.78746053,140521.0513,2678.645488
32-20,308541d3-e664-409b-8089-00fdab466157,29293.37737,80182.15628,15,Steel,92.44687376,21.54552994,165731.6075,2245.448888
30-16,3847f999-0f3c-4819-ab9e-a5f04e1d0e4f,26221.25534,13136.83374,15,Steel,93.84426516,27.23274048,167377.3944,2234.900617
32-16,269c537a-ceb7-4d5b-968f-4976cc8ae82e,26238.71091,88384.05504,17,Steel,82.17236218,26.03605838,149235.5653,2500.484418
30-16,dadfaca5-4f6c-40a3-ac64-b70b2166b926,31001.11144,30602.39332,45,Steel,88.21102847,21.21168984,158513.4133,2369.045069
28-16,e2d912c1-7f09-4e89-bf24-761f5372d5b2,31601.01565,61450.34414,56,Steel,88.5595041,24.87419324,157224.5409,2336.032964
28-20,2eedef01-abe5-4826-93d6-387513f03cdb,31405.83888,67035.19271,46,Steel,81.00348418,25.3833849,143498.6094,2583.612107
30-16,1f9772c9-559e-4969-a442-657de9e22f1b,31075.2925,42559.58426,53,Steel,89.78973084,27.91634176,161572.5103,2152.871319
32-20,f04eb487-e968-4af1-9508-493c617003e7,26960.88614,64727.0441,10,Steel,96.08669962,21.13678939,171291.405,2177.347829
32-20,51f002f8-7a1e-4ad4-a908-e9d3e33bac62,29818.92154,39034.45457,39,Aluminum,80.96062755,22.50856095,148154.8125,2526.649876
28-20,5119318d-b3f5-43dd-bf82-0ce18d7d1b24,28774.76678,60268.47228,27,Aluminum,82.66896695,27.58555686,145356.5195,2575.093947
28-16,8ae8f2c8-81f8-4649-bcd8-4d786ca56658,29301.88951,19701.36025,28,Aluminum,91.64968975,23.10762406,159369.1913,2408.565845
32-20,aff76c6b-bfe3-40c6-aa1b-9d33167038b3,26652.12148,58521.89949,43,Aluminum,80.48697168,26.15743618,148438.8493,2596.429102
30-20,0514f808-fa1b-414d-8293-7264a83d006f,29134.15484,78267.34609,46,Aluminum,85.21647848,22.27385105,157398.557,2592.315216
28-20,8a7ef40a-bf4a-4336-a314-a0f66515d2d7,28708.86076,46235.95831,58,Aluminum,96.53557525,28.83737299,167570.2336,2301.261322
30-16,21f1d7a2-79a0-498a-addc-3017055f625d,27834.24893,17095.27911,35,Aluminum,94.06300964,20.22066367,165350.9736,2377.380243
32-16,0e74170f-9f12-4c7e-9167-c7177f0fc53b,28084.11396,47539.6577,28,Aluminum,90.38966659,22.1055092,163578.7134,2302.278256
32-16,53c64a94-e9ff-4d54-98fb-5043396920d0,26715.46113,66015.20569,20,Aluminum,93.10740287,22.43969327,168541.709,2285.618021
30-16,421a1238-0df4-42a5-ac6d-64a8f5129558,27951.34661,81614.92147,27,Aluminum,79.81126544,27.06033012,144748.7128,2507.578556
28-20,5d3be57d-6161-44ed-9aa7-9e07a25e3b5e,26312.45765,24654.11271,11,Aluminum,96.82450344,26.23466622,167161.5085,2345.41166
30-20,173220e9-c3f2-4ae3-a8b2-feef42641749,29171.01488,47382.59887,52,Aluminum,79.70910327,25.91181162,145634.2063,2605.732483
32-16,7cfbdba8-efbb-4f2a-9964-4fd426240175,26558.57618,59733.68223,10,Aluminum,94.29973882,27.02205256,170980.622,2049.17979
30-20,45006cc9-1655-4a64-af4d-36d9f11577fb,31764.53807,14255.56889,29,Aluminum,93.29834786,20.15982223,165935.4897,2275.196736
28-16,a17f0c23-3a8d-4261-8779-b32ac646f55f,30484.38193,58257.1471,21,Aluminum,84.84873586,27.10081169,154683.6038,2358.57882
30-20,02ff9a53-b8f2-488d-8c43-31c517dc7481,28944.37882,21021.38151,26,Aluminum,96.99089342,20.01139204,169096.0306,2331.698153
28-20,1c3f9b7f-5515-4fd6-9cbd-ddc1202ca065,31471.34256,69651.06326,18,Aluminum,89.692321,23.99555132,158265.7873,2367.23805
30-20,bcb14e7c-79bd-4b3d-8bbb-1262cee16b29,28145.06001,68083.0123,49,Aluminum,92.14523979,27.29709787,164482.6238,2345.961328
30-20,ebec0c1b-8583-49e3-afe9-fe3c99457761,29381.31066,88018.48721,23,Aluminum,78.21488502,23.71816454,143922.4584,2651.94962
28-20,2591036b-600e-4b19-997e-ebf1910cf941,30603.76375,79879.74112,15,Aluminum,92.43886564,27.17842784,161416.7611,2239.614367
30-16,d20c3944-6fc2-4c6c-83c2-fbe2d824dc0b,27168.53501,73883.87918,25,Aluminum,78.66271035,25.89296671,143683.7379,2602.146677
30-16,a2444d9a-160e-45ee-b1ac-5a7c64495b11,29000.15218,78575.02828,50,Aluminum,88.37720028,25.47588482,159647.5589,2337.441372
32-20,3f98ef55-cbf1-4c09-ab01-3a01e3047de7,31484.73583,68838.22659,14,Aluminum,87.1599091,26.82277525,162514.3742,2112.485383
30-16,2f847dae-fc70-48c7-8c02-2a4c906c561d,26710.63489,73250.76971,41,Aluminum,95.78568643,22.81698005,167932.0608,2375.507006
28-20,7b49c99a-92b6-4375-8167-8acb36a5ab7e,31299.98886,27595.12257,17,Aluminum,83.09045114,26.94455289,151411.2003,2421.602786
28-16,cae5e024-acb5-4462-abb9-21c09c156b16,29262.19613,46357.77401,38,Aluminum,89.30371685,27.53753797,158669.2205,2340.061159
30-16,ce251eb4-264a-46a5-81c0-1c903c28d55a,27373.33152,19750.95412,41,Aluminum,91.55011316,22.76592478,161550.4771,2437.319337
28-20,72a81e90-249a-4586-83a4-2e4e38084d87,30878.93142,18091.8634,16,Aluminum,84.69330232,26.86958638,155075.2679,2409.678896
30-20,866b450b-c798-4f4a-a272-96d077037a48,31424.02067,34648.35139,39,Aluminum,82.40023942,27.94805191,148122.0264,2352.615918
28-20,04539464-121b-409f-a264-7f131990f5c4,30336.58744,54855.55838,39,Aluminum,96.64272114,25.00895392,166805.4117,2309.330317
30-20,7e3c225e-2981-4b0e-90a1-e6f465df7111,26461.5694,13008.66511,55,Aluminum,90.20427852,27.07311417,162883.4883,2485.011288
32-16,cf736ef3-ac14-4fd1-a23f-a0ede37e08fe,30249.7677,43194.48068,47,Aluminum,91.9272251,25.9325642,166084.4555,2105.861493
32-16,c7531f57-ca66-479c-ab5a-8cffd6671bc4,27965.72933,38746.26732,14,Aluminum,95.8080003,20.76123181,170729.4915,2125.029396
28-16,b7d256f3-5166-47d8-90ec-56d560c324a5,30191.17802,77910.04858,30,Aluminum,90.71906162,20.63553256,157861.9551,2464.63835
32-16,650ef209-2133-4f62-8595-79060cf6ba3d,28777.91104,78092.28169,55,Aluminum,92.99799694,23.30247375,168561.0723,2226.97483
32-20,f91aba50-496b-4027-9d00-a5a9a1c13ae8,30182.15801,75675.30233,31,Aluminum,84.64974473,29.38212139,161124.6541,2210.036755
30-20,b3ae28a3-5806-4b87-828d-245a0242f86c,31534.43119,25787.25691,41,Aluminum,81.56470014,21.651631,145793.3968,2572.131332
28-20,90581dd7-0045-446c-a62c-cd238b1ee678,27414.26035,13380.02079,12,Aluminum,91.58505321,26.52458824,160450.2661,2401.213251
30-16,233195f3-d4c5-4933-86dc-75e36f1e9e4a,30790.09588,34400.40176,12,Aluminum,86.19232617,25.83138371,157904.2987,2181.369603
32-16,980aba4d-6642-411f-8c54-8068513866e1,28286.98745,50263.16194,23,Aluminum,94.94039152,24.55134123,170859.8157,2125.911551
30-16,e1a94055-f0cf-40f1-b873-9af9103868e6,30623.55451,13559.92544,37,Aluminum,90.59812162,27.89336011,162489.7624,2154.232474
28-20,228ff488-2887-4ea7-b373-056d0fb83680,28610.29284,49106.132,32,Aluminum,85.78119533,29.76408907,156655.3763,2468.38447
28-16,1d74b191-7a89-4dcd-965c-ae591038475e,30942.50923,79581.41062,23,Aluminum,77.15473395,27.19131434,140521.8759,2508.177128
30-16,e142242e-4efc-49f0-9f0e-3a4693905c29,27695.09028,50830.99248,57,Aluminum,92.68983602,20.74955135,162064.8371,2473.68598
30-16,7d5fc381-4264-4949-8c77-7d4c029fc4e5,28884.80134,44417.98,21,Aluminum,94.18742525,29.95536353,168674.1372,2075.829425
32-20,9c7b3268-9f22-4889-aadc-60da38e3f4db,26620.52869,12860.00466,58,Aluminum,82.53446147,20.3699312,148728.6896,2765.538426
32-16,66a118fa-7bc9-4b46-a617-3b459d022a15,30140.31105,63726.7723,38,Aluminum,85.53264604,24.08145332,160161.559,2272.181293
32-20,ca5905ae-cd60-4c60-9660-492cef4d5138,31156.51859,46475.30011,49,Aluminum,80.26048673,28.80078519,149100.4776,2288.890823
32-20,581af1c2-e60f-45e3-b48d-8c54d9148b0b,29925.92355,37365.46419,18,Aluminum,87.70624063,28.90656608,163876.4124,2145.519585
28-16,3407dfa5-a313-41c7-b7f2-3095bd0bd7b2,26442.39217,31124.81589,58,Aluminum,94.09623626,25.65867837,164350.9828,2459.833702
32-20,c9392571-cd2e-414d-b931-5d5885b2920f,31079.32253,33482.88678,44,Aluminum,77.37963068,22.67784189,145399.6126,2549.98747
30-16,48bb68fe-6f8e-4cd0-ae60-15341024f089,27288.2362,43784.94965,48,Aluminum,84.37236908,25.2165341,156349.7942,2518.689886
28-20,d0a782ba-216d-4a24-8cbf-a204b5591bea,26625.17239,47732.84661,38,Aluminum,79.8632655,24.66611698,142384.5912,2900.02559
32-20,49ca8381-a5dd-4c00-a088-4e9a591bd74d,29795.84796,75013.67405,51,Aluminum,88.69133884,24.41357351,163411.2039,2302.00558
30-20,3d85aa10-21d8-44c2-b7ae-8cda4b2b6022,30350.06368,21387.63065,13,Aluminum,91.29506004,28.93763593,164049.305,2124.567557
30-20,b7956b15-707d-4a0b-b561-7a352d22da3e,26456.83099,66044.4284,56,Aluminum,94.64624732,21.23877999,167294.6438,2516.417949
28-20,20551255-d2b9-4846-9a82-4df62cecc516,28955.2486,37765.3255,51,Aluminum,93.72411738,21.39396675,163414.7747,2496.285427
30-16,954d1ad5-a5dd-4d3d-9e90-6ccc98ddf72a,28331.25896,20749.36217,52,Aluminum,88.8043886,22.83248806,159349.2822,2443.529023
32-20,78f4b648-4318-45d8-9051-f0683dcc30b4,29585.86723,77598.97062,26,Aluminum,95.84129389,26.8904346,172902.3508,2083.237483
32-16,c01e2add-1407-4925-9187-24b2d0369948,28725.12329,55176.87813,10,Aluminum,79.36351193,21.09233328,146136.5061,2404.340051
32-20,2a5ffbf5-a6f6-4167-9870-7eeab22398e0,29517.94469,12158.84269,11,Aluminum,89.46597899,22.38173959,163417.564,2214.74162
30-16,1f48c81b-a8e1-4509-b9e7-c45e8859aff1,27670.63612,49328.42537,11,Aluminum,93.1638094,22.64261159,165386.3215,2246.813859
32-16,c1a28891-7c4b-439a-936f-8df2aa6f37bb,27351.8025,80703.50887,28,Aluminum,77.72962674,22.85936369,145172.8967,2614.318029
32-16,5181fa91-af53-4a49-be17-ccfd3e734a07,27192.28801,37925.318,31,Aluminum,92.38229983,24.61386867,166285.7834,2253.3255
28-16,3c9414fb-683d-494b-95b2-3a381fff93d8,31176.20949,17501.02973,43,Aluminum,88.35195025,28.39174557,158063.2337,2253.783232
28-16,271de49a-ef2c-4c0e-bc61-c0d1e5cd5f96,31724.63043,34753.5569,24,Aluminum,96.29415137,21.07815672,164941.1472,2205.255593
28-20,af568bcd-bf86-444e-90a9-a71b2fa1803e,30268.05022,41984.14997,54,Aluminum,84.43797689,24.79787053,154354.5077,2584.585235
30-16,b3a9e303-439b-4a04-9519-77d1d701efb1,27240.40796,59298.10944,29,Aluminum,92.06329838,21.46058,161764.0386,2451.686411
28-16,1d2f8c77-ae8b-48f9-b7d7-300678405662,26846.42366,19922.02385,32,Aluminum,84.14753456,29.22137338,154746.6762,2526.370557
30-20,4b26b4e1-305e-402c-9aa4-b2cd1300c586,28239.45357,80714.71615,34,Aluminum,83.50618982,27.68166402,155129.6533,2484.572015
