CfgID,IN_ElemCount,IN_E11,IN_E22,IN_HubMaterial,IN_Root_AvgCapMaterialThickness,IN_Tip_AvgCapMaterialThickness,OUT_Blade_Cost_Total,OUT_Blade_Tip_Deflection
32-20,15,29293.37737,80182.15628,Steel,92.44687376,21.54552994,165731.6075,2245.448888
30-16,15,26221.25534,13136.83374,Steel,93.84426516,27.23274048,167377.3944,2234.900617
32-16,17,26238.71091,88384.05504,Steel,82.17236218,26.03605838,149235.5653,2500.484418
30-16,45,31001.11144,30602.39332,Steel,88.21102847,21.21168984,158513.4133,2369.045069
28-16,56,31601.01565,61450.34414,Steel,88.5595041,24.87419324,157224.5409,2336.032964
28-20,46,31405.83888,67035.19271,Steel,81.00348418,25.3833849,143498.6094,2583.612107
30-16,53,31075.2925,42559.58426,Steel,89.78973084,27.91634176,161572.5103,2152.871319
32-20,10,26960.88614,64727.0441,Steel,96.08669962,21.13678939,171291.405,2177.347829
32-20,39,29818.92154,39034.45457,Aluminum,80.96062755,22.50856095,148154.8125,2526.649876
28-20,27,28774.76678,60268.47228,Aluminum,82.66896695,27.58555686,145356.5195,2575.093947
28-16,28,29301.88951,19701.36025,Aluminum,91.64968975,23.10762406,159369.1913,2408.565845
32-20,43,26652.12148,58521.89949,Aluminum,80.48697168,26.15743618,148438.8493,2596.429102
30-20,46,29134.15484,78267.34609,Aluminum,85.21647848,22.27385105,157398.557,2592.315216
28-20,58,28708.86076,46235.95831,Aluminum,96.53557525,28.83737299,167570.2336,2301.261322
30-16,35,27834.24893,17095.27911,Aluminum,94.06300964,20.22066367,165350.9736,2377.380243
32-16,28,28084.11396,47539.6577,Aluminum,90.38966659,22.1055092,163578.7134,2302.278256
32-16,20,26715.46113,66015.20569,Aluminum,93.10740287,22.43969327,168541.709,2285.618021
30-16,27,27951.34661,81614.92147,Aluminum,79.81126544,27.06033012,144748.7128,2507.578556
28-20,11,26312.45765,24654.11271,Aluminum,96.82450344,26.23466622,167161.5085,2345.41166
30-20,52,29171.01488,47382.59887,Aluminum,79.70910327,25.91181162,145634.2063,2605.732483
32-16,10,26558.57618,59733.68223,Aluminum,94.29973882,27.02205256,170980.622,2049.17979
30-20,29,31764.53807,14255.56889,Aluminum,93.29834786,20.15982223,165935.4897,2275.196736
28-16,21,30484.38193,58257.1471,Aluminum,84.84873586,27.10081169,154683.6038,2358.57882
30-20,26,28944.37882,21021.38151,Aluminum,96.99089342,20.01139204,169096.0306,2331.698153
28-20,18,31471.34256,69651.06326,Aluminum,89.692321,23.99555132,158265.7873,2367.23805
30-20,49,28145.06001,68083.0123,Aluminum,92.14523979,27.29709787,164482.6238,2345.961328
30-20,23,29381.31066,88018.48721,Aluminum,78.21488502,23.71816454,143922.4584,2651.94962
28-20,15,30603.76375,79879.74112,Aluminum,92.43886564,27.17842784,161416.7611,2239.614367
30-16,25,27168.53501,73883.87918,Aluminum,78.66271035,25.89296671,143683.7379,2602.146677
30-16,50,29000.15218,78575.02828,Aluminum,88.37720028,25.47588482,159647.5589,2337.441372
32-20,14,31484.73583,68838.22659,Aluminum,87.1599091,26.82277525,162514.3742,2112.485383
30-16,41,26710.63489,73250.76971,Aluminum,95.78568643,22.81698005,167932.0608,2375.507006
28-20,17,31299.98886,27595.12257,Aluminum,83.09045114,26.94455289,151411.2003,2421.602786
28-16,38,29262.19613,46357.77401,Aluminum,89.30371685,27.53753797,158669.2205,2340.061159
30-16,41,27373.33152,19750.95412,Aluminum,91.55011316,22.76592478,161550.4771,2437.319337
28-20,16,30878.93142,18091.8634,Aluminum,84.69330232,26.86958638,155075.2679,2409.678896
30-20,39,31424.02067,34648.35139,Aluminum,82.40023942,27.94805191,148122.0264,2352.615918
28-20,39,30336.58744,54855.55838,Aluminum,96.64272114,25.00895392,166805.4117,2309.330317
30-20,55,26461.5694,13008.66511,Aluminum,90.20427852,27.07311417,162883.4883,2485.011288
32-16,47,30249.7677,43194.48068,Aluminum,91.9272251,25.9325642,166084.4555,2105.861493
32-16,14,27965.72933,38746.26732,Aluminum,95.8080003,20.76123181,170729.4915,2125.029396
28-16,30,30191.17802,77910.04858,Aluminum,90.71906162,20.63553256,157861.9551,2464.63835
32-16,55,28777.91104,78092.28169,Aluminum,92.99799694,23.30247375,168561.0723,2226.97483
32-20,31,30182.15801,75675.30233,Aluminum,84.64974473,29.38212139,161124.6541,2210.036755
30-20,41,31534.43119,25787.25691,Aluminum,81.56470014,21.651631,145793.3968,2572.131332
28-20,12,27414.26035,13380.02079,Aluminum,91.58505321,26.52458824,160450.2661,2401.213251
30-16,12,30790.09588,34400.40176,Aluminum,86.19232617,25.83138371,157904.2987,2181.369603
32-16,23,28286.98745,50263.16194,Aluminum,94.94039152,24.55134123,170859.8157,2125.911551
30-16,37,30623.55451,13559.92544,Aluminum,90.59812162,27.89336011,162489.7624,2154.232474
28-20,32,28610.29284,49106.132,Aluminum,85.78119533,29.76408907,156655.3763,2468.38447
28-16,23,30942.50923,79581.41062,Aluminum,77.15473395,27.19131434,140521.8759,2508.177128
30-16,57,27695.09028,50830.99248,Aluminum,92.68983602,20.74955135,162064.8371,2473.68598
30-16,21,28884.80134,44417.98,Aluminum,94.18742525,29.95536353,168674.1372,2075.829425
32-20,58,26620.52869,12860.00466,Aluminum,82.53446147,20.3699312,148728.6896,2765.538426
32-16,38,30140.31105,63726.7723,Aluminum,85.53264604,24.08145332,160161.559,2272.181293
32-20,49,31156.51859,46475.30011,Aluminum,80.26048673,28.80078519,149100.4776,2288.890823
32-20,18,29925.92355,37365.46419,Aluminum,87.70624063,28.90656608,163876.4124,2145.519585
28-16,58,26442.39217,31124.81589,Aluminum,94.09623626,25.65867837,164350.9828,2459.833702
32-20,44,31079.32253,33482.88678,Aluminum,77.37963068,22.67784189,145399.6126,2549.98747
30-16,48,27288.2362,43784.94965,Aluminum,84.37236908,25.2165341,156349.7942,2518.689886
28-20,38,26625.17239,47732.84661,Aluminum,79.8632655,24.66611698,142384.5912,2900.02559
32-20,51,29795.84796,75013.67405,Aluminum,88.69133884,24.41357351,163411.2039,2302.00558
30-20,13,30350.06368,21387.63065,Aluminum,91.29506004,28.93763593,164049.305,2124.567557
30-20,56,26456.83099,66044.4284,Aluminum,94.64624732,21.23877999,167294.6438,2516.417949
28-20,51,28955.2486,37765.3255,Aluminum,93.72411738,21.39396675,163414.7747,2496.285427
30-16,52,28331.25896,20749.36217,Aluminum,88.8043886,22.83248806,159349.2822,2443.529023
32-20,26,29585.86723,77598.97062,Aluminum,95.84129389,26.8904346,172902.3508,2083.237483
32-16,10,28725.12329,55176.87813,Aluminum,79.36351193,21.09233328,146136.5061,2404.340051
32-20,11,29517.94469,12158.84269,Aluminum,89.46597899,22.38173959,163417.564,2214.74162
30-16,11,27670.63612,49328.42537,Aluminum,93.1638094,22.64261159,165386.3215,2246.813859
32-16,28,27351.8025,80703.50887,Aluminum,77.72962674,22.85936369,145172.8967,2614.318029
32-16,31,27192.28801,37925.318,Aluminum,92.38229983,24.61386867,166285.7834,2253.3255
28-16,43,31176.20949,17501.02973,Aluminum,88.35195025,28.39174557,158063.2337,2253.783232
28-16,24,31724.63043,34753.5569,Aluminum,96.29415137,21.07815672,164941.1472,2205.255593
28-20,54,30268.05022,41984.14997,Aluminum,84.43797689,24.79787053,154354.5077,2584.585235
30-16,29,27240.40796,59298.10944,Aluminum,92.06329838,21.46058,161764.0386,2451.686411
28-16,32,26846.42366,19922.02385,Aluminum,84.14753456,29.22137338,154746.6762,2526.370557
30-20,34,28239.45357,80714.71615,Aluminum,83.50618982,27.68166402,155129.6533,2484.572015
30-20,22,29070.09925,61656.88707,Aluminum,96.34941572,29.12836003,171126.8487,2129.798319
30-16,29,29232.78307,35286.14275,Aluminum,91.06166362,29.8081469,163303.876,2147.754394
30-16,42,27013.46446,78754.22201,Aluminum,89.33801762,25.7471279,160748.7033,2403.84098
28-20,41,31426.41889,18855.20851,Aluminum,86.59917383,20.78754119,155009.3766,2588.651879
30-20,48,28450.96188,57154.91772,Aluminum,91.76060699,28.46512666,164307.3643,2306.213858
28-20,25,29230.49607,62576.60195,Aluminum,83.28234389,25.69459319,151053.2411,2589.174343
30-16,29,28057.62385,15420.34723,Aluminum,86.64268904,23.77881513,157658.4926,2453.10539
30-20,34,31263.78781,70330.70797,Aluminum,87.01648119,26.96681132,159998.6627,2293.256602
32-16,22,26698.86048,80322.73217,Aluminum,77.19745366,24.96967543,145334.6237,2573.056001
30-16,16,31203.5216,84309.31245,Aluminum,96.78254144,24.26699794,169080.6223,2046.513642
32-20,54,27092.37874,45256.21554,Aluminum,79.79098043,28.01400642,148407.7382,2528.638298
32-20,36,31695.30815,40856.52583,Aluminum,79.58396832,21.61541173,146535.4788,2484.225321
32-16,25,28154.6534,67138.73415,Aluminum,88.77286396,22.45756615,162507.2487,2312.899851
32-20,27,29989.00271,74014.03583,Aluminum,89.76078597,28.3197214,165228.6213,2141.287271
32-16,29,29323.75249,89543.7942,Aluminum,80.7769102,24.44345608,147834.5748,2386.262639
30-20,50,26377.82526,74135.25978,Aluminum,77.01253438,25.19971022,143245.401,2863.468762
30-20,11,29081.78195,70981.92027,Aluminum,95.77971629,21.4128854,168504.9702,2198.743164
32-16,23,29984.52293,47008.23576,Aluminum,81.67642408,28.08134832,149685.5552,2218.36753
32-20,58,26731.48366,53659.81476,Aluminum,79.46239713,28.21824616,148179.9626,2552.686126
28-20,19,31095.56038,23598.03207,Aluminum,83.14296065,23.96292316,150539.9209,2529.118688
30-16,51,27514.6456,73084.70648,Aluminum,81.60261392,28.67489782,146652.5195,2472.115013
32-20,42,27352.9223,84286.58453,Aluminum,89.45788955,22.78719964,163442.9712,2449.21826
32-20,19,29064.34359,26644.51076,Aluminum,80.74624807,26.58332484,148913.6825,2392.947814
32-16,23,31878.41189,70572.01939,Aluminum,77.4457286,24.48830754,145513.0872,2325.048518
32-16,5,29589.37398,74789.94667,Aluminum,78.01989931,24.57258303,169749.6112,2139.932039
28-20,30,29346.78671,50951.04985,Aluminum,85.85780808,21.97057676,154611.2823,2665.236628
32-20,32,28538.77933,16954.61176,Aluminum,77.81307205,22.95662616,145694.3745,2647.870617
32-20,16,27735.66886,69627.1746,Aluminum,87.46056382,21.86708896,161632.8712,2426.99949
28-16,43,28589.82822,73643.25366,Aluminum,92.6382312,26.46599379,160968.8138,2342.182154
28-20,59,31568.95697,55948.11621,Aluminum,80.08689259,24.34222728,142546.5477,2640.989449
28-16,11,27026.38392,15389.77587,Aluminum,93.27212301,20.06913177,162142.668,2402.291588
28-20,37,28647.05292,57445.04237,Aluminum,80.56816895,27.08818413,143693.6011,2674.067912
28-16,19,30877.71711,28465.58566,Aluminum,88.36925902,27.79503063,157641.9097,2234.134104
28-16,25,28472.88751,37230.96007,Aluminum,83.6697658,22.56073907,152481.7082,2630.961245
30-20,25,29033.24789,90101.76402,Aluminum,89.00085504,20.54012257,160084.659,2515.590912
28-20,51,26100.58876,30210.84731,Aluminum,89.84906029,20.89033064,157433.1414,2829.776711
32-16,50,27988.90178,21884.18902,Aluminum,77.4958783,21.81926913,144673.5325,2655.73036
30-20,31,26408.08957,12130.77902,Aluminum,87.57010472,24.57142429,159769.3211,2585.318385
32-20,24,31756.0525,48674.49564,Aluminum,92.76850046,20.6884395,165911.9604,2203.234323
32-20,48,27385.21321,62529.37797,Aluminum,82.05999688,29.58762707,150768.0294,2418.942109
30-16,46,30531.05803,65334.46532,Aluminum,91.27936418,22.19302465,161296.056,2307.720391
30-16,45,30504.58652,87539.28443,Aluminum,81.95342841,25.17017278,145971.1753,2414.458154
32-20,12,31782.2896,18551.50524,Aluminum,77.5835058,28.70274167,146685.113,2229.43474
32-16,42,31008.27576,62907.89176,Aluminum,87.94498767,24.26225835,162078.1363,2184.696263
28-16,15,31540.84141,82556.48073,Aluminum,80.37890606,24.69256471,142346.8691,2443.033295
30-16,52,29597.77447,44245.53467,Aluminum,80.14740315,25.56607672,144887.8834,2493.478802
30-16,60,26173.67235,86713.42685,Aluminum,90.31185449,26.85328072,169706.4436,2261.618863
28-16,27,27525.83076,41184.29182,Aluminum,93.02435858,21.61012709,162060.3373,2504.817209
32-16,24,30409.04367,15241.08333,Aluminum,93.26332765,23.25446344,168778.3914,2105.683062
30-20,10,28273.26863,36086.38452,Aluminum,82.97236871,21.79130806,153041.6501,2528.153591
32-20,39,28456.75451,61770.35788,Aluminum,82.72375644,29.2450086,151119.2435,2351.375763
28-20,53,30494.58132,59862.80701,Aluminum,79.728986,21.10465225,141416.0607,2822.389561
30-20,52,28003.91741,42756.98854,Aluminum,87.39791242,28.36318319,160736.8486,2411.18049
28-16,43,26387.21871,24229.11818,Aluminum,84.66462736,28.1661554,155071.8264,2586.682341
28-16,53,28718.86746,17790.15789,Aluminum,95.100191,23.8535371,164808.7867,2369.155718
32-20,11,27121.55169,83197.80783,Aluminum,79.31704893,28.8814701,148165.4516,2381.05803
28-20,23,31561.27214,22394.99452,Aluminum,86.39699689,26.77546761,156500.7635,2376.827522
28-16,19,31056.41397,32480.58509,Aluminum,95.0319571,24.11796455,164801.9806,2192.203416
32-20,44,27684.35844,72611.63193,Aluminum,81.68620324,22.29602144,148647.4603,2639.237273
28-16,35,27967.96882,29924.78846,Aluminum,85.25317229,25.04597469,154411.6811,2571.511189
32-20,60,29191.97087,58315.85923,Aluminum,87.85711532,29.60232965,163984.9096,2219.47097
32-16,36,30427.72169,86568.74695,Aluminum,85.01930447,21.3344609,158776.1342,2340.233548
32-16,44,27949.28856,23791.52728,Aluminum,81.52363989,24.98326249,148617.7155,2446.314151
32-16,58,27966.12174,39210.10948,Aluminum,87.79227397,22.05126833,161478.2582,2410.682579
30-16,19,30590.31935,62769.18939,Aluminum,87.11473457,22.01493314,157826.0986,2333.246702
32-16,8,30614.2536,80807.73626,Aluminum,90.56586361,20.09641549,163118.717,2043.550155
30-16,34,27591.45608,22978.28341,Aluminum,88.44768761,27.4863785,160308.7719,2333.02392
28-20,60,30978.65837,58078.65627,Aluminum,78.74851237,29.99062431,142801.6487,2513.115023
28-16,50,27702.04762,57224.55696,Aluminum,85.71433641,25.78054166,155121.2318,2568.740524
32-20,53,31854.40223,84362.08962,Aluminum,86.11664117,20.191179,159877.1488,2395.723075
30-20,27,29053.75616,64084.81868,Aluminum,94.3635862,20.9779877,167056.0128,2351.8328
30-16,33,26794.28859,68797.35147,Aluminum,81.29457589,28.36037467,146515.3435,2508.85271
30-16,33,31170.78668,74370.26931,Aluminum,83.09251095,28.86654386,153848.168,2234.662861
32-20,16,30553.23808,87658.57807,Aluminum,93.78559741,23.08937824,169934.0214,2132.675686
28-16,31,26325.58814,24751.36063,Aluminum,92.218249,28.04023126,160820.0547,2417.655862
30-16,24,31367.78008,52614.09141,Aluminum,84.01275082,29.17293637,157140.3133,2182.815352
30-20,20,27905.92588,45097.34263,Aluminum,77.11936924,28.55315177,144184.269,2599.254736
28-20,59,31340.03244,41011.97379,Aluminum,83.32265763,23.5795588,150681.8636,2590.21737
28-20,56,26975.18712,85060.98426,Aluminum,94.44997056,25.31517442,148438.8493,2596.429102
30-16,60,26687.77724,66371.6449,Aluminum,93.88075841,21.76868347,165711.8653,2464.504065
30-20,57,30891.98207,33675.55306,Aluminum,89.08738418,20.06991681,160085.0867,2485.69565
28-16,37,26577.17637,48839.19379,Aluminum,95.30755248,22.15727977,164437.4328,2512.953916
28-20,37,29670.26338,17226.35382,Aluminum,91.13716813,29.2664854,161146.381,2328.851574
28-16,45,30362.56516,38952.57227,Aluminum,82.00877806,20.67443773,142640.57,2675.056128
32-16,27,26705.63606,80419.17063,Aluminum,90.98890132,29.36551674,166384.5865,2163.309399
28-16,30,30557.15236,81109.67123,Aluminum,83.77343279,21.63970435,152559.5537,2573.094625
32-20,53,31099.22304,57471.34604,Aluminum,77.24965307,20.362828,144400.1355,2642.909975
28-16,49,29094.58805,20082.82605,Aluminum,93.01726778,22.40629293,162541.0562,2433.144288
28-20,10,30514.1786,59699.08598,Aluminum,83.37935985,21.01013719,150186.3023,2540.77346
28-20,37,28550.26597,75457.89615,Aluminum,93.41782895,20.17967927,162681.3575,2546.194337
28-16,39,31633.99282,49590.35172,Aluminum,87.06410215,21.27494196,154849.8124,2462.526656
28-16,34,28433.9171,87309.93853,Aluminum,79.01745282,20.57305467,140148.0404,2860.873182
32-16,32,29438.26811,77328.29513,Aluminum,84.09202004,20.5367334,157749.9389,2428.081102
32-20,33,26391.23176,74863.21501,Aluminum,83.8791373,20.05729171,158044.0758,2717.644853
28-20,57,31790.53237,13272.81335,Aluminum,78.70041126,22.87421831,141299.3807,2707.533473
30-16,30,30532.05117,63120.61616,Aluminum,81.37840427,23.00412118,145160.3242,2473.97907
32-16,51,29286.05756,54027.59836,Aluminum,82.39135056,20.40820219,148390.6931,2512.951492
28-20,40,27436.7355,81880.82376,Aluminum,94.56682266,26.19952403,165576.27,2449.033854
28-16,43,28875.24147,72699.86554,Aluminum,84.62296948,20.83972421,153021.7731,2691.164422
28-16,46,31453.28847,20579.51248,Aluminum,78.07221444,22.55180036,140075.9776,2653.183938
32-16,20,31576.01651,82236.37455,Aluminum,93.62814733,28.73118606,171144.6173,1914.642615
28-20,39,27025.42192,33104.55106,Aluminum,79.91043372,26.98644061,142996.0164,2791.441715
32-16,51,30041.03994,21371.88939,Aluminum,85.03169877,29.23276064,160970.2931,2151.483549
32-20,57,31477.01216,62252.90743,Aluminum,80.29636538,23.65255487,147745.1613,2429.83111
30-20,47,29371.84846,58875.08562,Aluminum,90.21324757,29.31277638,163432.8879,2269.108898
30-20,47,26259.81328,89689.16654,Aluminum,82.87250893,22.02325166,149685.5552,2218.36753
30-20,16,29419.58215,71599.0972,Aluminum,94.51643468,27.04959683,168951.9808,2165.443766
30-16,14,30888.98522,22896.83378,Aluminum,94.2184172,23.61505771,166514.8063,2094.009842
30-20,16,27033.40273,81603.23228,Aluminum,83.04091011,26.01006999,154387.0758,2548.507678
32-20,56,28027.40799,53697.36437,Aluminum,93.70354395,26.61030318,170586.4003,2242.730579
32-16,58,31612.07926,34557.88227,Aluminum,78.26099538,26.12627214,146295.3181,2308.351422
30-16,15,27145.47801,66277.87649,Aluminum,80.18530043,21.4333302,143945.4447,2663.246624
30-16,57,26988.1346,58701.32433,Aluminum,83.5886841,28.11951641,154096.1615,2468.59068
28-20,52,28820.99244,66471.22171,Aluminum,93.6139973,25.42643387,164520.1935,2429.656924
30-20,17,28907.42582,59754.4061,Aluminum,96.04286268,22.69912882,169132.575,2274.387364
32-16,50,27220.47957,19807.96497,Aluminum,87.42309544,25.4495565,162226.542,2349.028218
30-16,42,28044.5708,51264.84975,Aluminum,90.16977974,22.74278583,160688.1778,2422.52609
28-16,42,28811.65558,56725.31317,Aluminum,82.35814236,21.68034097,143282.0073,2711.316315
28-20,14,30202.6083,81203.56655,Aluminum,78.41987288,22.47290429,140724.5957,2704.423148
28-20,43,27054.52186,27836.26406,Aluminum,83.95336262,27.46338487,154635.6357,2677.776843
32-16,57,26678.67382,13951.81847,Aluminum,80.02346281,20.54474759,146579.9442,2713.847295
28-16,32,29251.50248,64713.37306,Aluminum,90.78092678,27.71851994,159938.4374,2308.127666
32-20,41,26804.28977,55105.68509,Aluminum,82.95101379,22.60060405,155808.6999,2637.55675
30-16,59,30227.45316,72473.79916,Aluminum,96.79985305,25.32161772,169168.2075,2143.433961
32-20,51,29463.58682,68620.01344,Aluminum,89.14717204,21.31041262,162715.2901,2401.147802
32-16,37,26836.45752,50613.65156,Aluminum,95.1597735,21.93300014,170327.2781,2295.424422
28-16,38,26881.86188,76422.35583,Aluminum,90.6052008,26.93263549,159427.9613,2461.916688
32-16,48,28271.13557,30320.32139,Aluminum,89.18011785,25.80283528,163790.4608,2241.779784
30-16,31,29517.79209,64133.84919,Aluminum,90.50829379,23.62234642,160882.9782,2309.193204
30-20,50,26760.20857,83622.13386,Aluminum,93.14850246,23.75367489,156655.3763,2468.38447
30-16,55,28116.25093,71965.99502,Aluminum,96.9572713,20.4463329,168008.1981,2322.893121
28-16,35,28523.77556,63195.70594,Aluminum,96.38168785,26.67268085,166676.1618,2270.662223
32-16,57,26564.95065,34026.5323,Aluminum,95.64075569,26.49284984,171830.8161,2194.99541
28-16,13,28218.51779,70715.024,Aluminum,91.11616002,29.88712793,160710.7135,2217.270987
28-16,57,28480.23521,21972.41537,Aluminum,96.75674731,25.61347937,166843.7626,2313.61414
28-16,10,27135.88355,14469.52626,Aluminum,80.54606634,23.42527092,142327.7987,2630.305999
32-16,27,31111.14074,82084.61557,Aluminum,77.26439285,28.77535264,146084.0116,2252.510562
28-16,50,26822.68641,81450.30541,Aluminum,81.97084891,21.18410129,142659.6023,2867.402162
32-16,17,28204.14029,28303.53385,Aluminum,85.11792018,23.15572981,159437.0515,2328.082128
30-20,59,27372.02987,16118.67895,Aluminum,90.0539676,28.86869727,163231.1806,2379.361831
28-20,29,26360.35846,87481.98794,Aluminum,92.92226586,22.73044146,161629.8488,2176.072901
28-16,26,28845.40505,47914.74818,Aluminum,79.08712344,23.93625916,141178.4952,2691.867224
32-20,19,26198.9034,12310.18988,Aluminum,88.31006832,23.18056395,162673.4836,2467.565004
28-20,40,31262.61641,43053.77729,Aluminum,81.76670926,23.7969131,143879.4406,2610.342514
30-20,57,31898.59688,87850.4393,Aluminum,91.36007213,27.93204436,164002.6284,2177.300342
28-20,28,29753.37381,35601.49189,Aluminum,92.73097523,29.83920166,162364.007,2258.006163
30-20,26,29122.73177,47976.07234,Aluminum,88.49197381,20.85201489,159802.6744,2520.057764
30-16,24,31495.04535,18456.2302,Aluminum,96.03506025,28.50539739,169738.1014,1981.193142
28-20,15,28331.16551,22928.04694,Aluminum,89.72013644,25.95942393,158801.864,2441.627604
30-20,52,29567.75684,14158.71144,Aluminum,81.84378105,26.71414196,147375.2916,2508.700994
30-16,55,26121.14945,85098.5871,Aluminum,79.25957337,28.52939211,170586.4003,2242.730579
28-16,38,26786.04309,85409.60936,Aluminum,96.49561841,24.23814235,158252.9387,2670.777487
28-16,34,30689.40878,51110.23049,Aluminum,85.99835767,29.42145932,156348.2302,2293.172551
28-16,38,30731.07669,33536.92392,Aluminum,84.49046909,28.48012242,154926.8821,2352.350341
30-16,49,29466.98265,56232.55678,Aluminum,95.9385752,27.97749679,169234.121,2110.536026
32-20,33,26162.12411,65161.84009,Aluminum,87.74865059,29.46824399,163932.2352,2353.790389
28-20,60,30416.40105,53916.42268,Aluminum,84.46042078,23.26398284,153874.3808,2630.348213
28-16,45,28358.03466,74808.282,Aluminum,83.68275715,23.32765917,152537.1324,2647.703485
32-16,34,26589.88646,43092.45765,Aluminum,79.4266595,26.81078273,147358.5619,2491.073178
30-20,35,26991.4109,47451.98686,Aluminum,77.31827991,25.6922472,143388.8457,2774.163702
28-16,28,26874.36097,86339.97246,Aluminum,94.27823551,23.17975,158752.9687,2405.26306
30-20,39,27339.88482,60807.94464,Aluminum,91.98306355,23.8256234,163393.3016,2481.685754
32-20,56,28492.12635,41475.94001,Aluminum,80.60569839,24.88608585,148403.8199,2541.570172
30-16,28,26206.28878,16536.53768,Aluminum,96.91911333,20.86445486,168024.9843,2374.102832
28-20,46,31394.37858,39366.96176,Aluminum,80.83039968,20.42182185,142075.3489,2763.561816
28-16,51,27638.23172,71444.56163,Aluminum,85.4179222,25.08869954,154476.4302,2602.215485
28-16,54,26508.84788,55620.43774,Aluminum,95.07343837,21.66784081,164209.2547,2555.643599
32-16,49,26263.98146,34971.99762,Aluminum,96.21136023,29.30045767,173356.1676,2125.420894
32-16,50,27064.98667,38157.71409,Aluminum,79.41676222,28.3306438,147797.6693,2435.196945
28-20,30,28817.87479,57893.54146,Aluminum,85.04925949,24.30836994,154751.6123,2635.701312
32-16,54,30449.98556,70001.88152,Aluminum,94.43240551,21.25849825,169443.7443,2153.549773
28-16,30,26947.11824,28011.99062,Aluminum,95.36296393,27.22997792,166116.0142,2333.632657
32-20,31,30993.65591,23971.5895,Aluminum,94.83386062,29.70146677,172782.6484,1989.575529
30-16,47,27917.1707,85270.37646,Aluminum,90.65250584,21.72350586,160524.2209,2464.54049
28-20,47,27295.81965,32267.96479,Aluminum,94.90564741,23.21886567,164736.2699,2546.715807
30-16,52,27250.86149,56688.75003,Aluminum,93.49207794,29.29662202,167707.1598,2224.676933
32-20,43,29480.85287,60102.24857,Aluminum,78.33939457,27.72382443,147142.1995,2436.929733
28-20,60,31872.96973,11488.02453,Aluminum,89.18498579,22.63110631,157489.1023,2461.709028
30-20,54,28140.57643,55999.57945,Aluminum,78.76135178,28.65282393,145582.4195,2588.271597
28-16,59,31513.84581,63712.26339,Aluminum,80.34566715,25.85711834,142756.1253,2499.042012
30-16,42,29637.94203,69664.19277,Aluminum,89.39231592,27.80853834,161301.7183,2217.591279
32-20,21,30763.09886,22740.88795,Aluminum,85.51373301,28.42812389,161629.8488,2176.072901
32-16,17,26890.95538,35728.17907,Aluminum,94.8529348,25.96855922,171241.4885,2128.203232
30-20,18,31296.65051,86016.73047,Aluminum,96.19718617,24.72732351,169880.614,2122.167236
28-16,14,27819.80915,83343.54672,Aluminum,90.8458464,25.40300437,159024.8072,2361.173411
28-16,22,30908.27134,77519.71337,Aluminum,86.83792434,29.74028196,157276.6241,2226.1341
28-20,14,31163.99437,82924.70637,Aluminum,80.34731221,27.5696898,143642.3547,2459.633904
32-20,31,30157.68887,61048.79982,Aluminum,83.45893275,20.92334366,155660.9899,2481.019514
32-16,20,29342.77344,86111.78637,Aluminum,94.84022085,27.95757308,171810.329,1990.923406
28-16,33,30934.27008,33883.72349,Aluminum,85.44351288,25.04756548,154483.2751,2414.16559
30-16,29,26115.76927,77185.4724,Aluminum,93.9825412,23.23701701,166286.0578,2410.579667
28-20,31,30132.96106,32677.9825,Aluminum,88.17527081,29.64304721,158551.7526,2337.775836
32-20,22,28017.24601,67991.9954,Aluminum,83.53520179,29.68466412,158006.5233,2304.824788
28-20,27,27049.89271,41535.32916,Aluminum,94.15634394,22.00115319,163727.799,2559.424444
32-20,47,27166.28737,41286.94964,Aluminum,89.56849052,20.60657045,162946.3493,2534.929175
32-16,17,27528.2134,60868.71574,Aluminum,84.56569084,28.14544472,160099.9026,2237.984942
28-16,23,30723.63495,82902.15103,Aluminum,85.7507972,27.64136879,155647.1824,2321.094545
28-16,14,31366.64539,71372.51013,Aluminum,85.20609358,25.11957836,154398.9586,2320.891414
28-16,31,31595.48275,45874.46741,Aluminum,82.48856939,28.79681899,145283.9227,2328.718368
32-16,53,27541.14357,53455.7627,Aluminum,90.55848882,25.70611101,164676.0083,2257.372204
30-20,37,26434.52681,88210.7563,Aluminum,87.22958777,22.59055244,162235.9185,2172.016156
28-20,37,27595.00418,39745.02212,Aluminum,80.55181194,21.40953493,142283.81,2943.231319
30-16,59,31360.22534,24105.39909,Aluminum,92.16862738,28.44670049,163859.1556,2097.548251
32-16,51,27630.41665,65516.34418,Aluminum,82.62746456,22.96285972,149253.9722,2509.563699
30-20,44,28377.74678,67633.47212,Aluminum,94.1477174,27.50405582,168730.8402,2278.074381
32-16,60,31187.02361,29602.26018,Aluminum,79.65119325,24.71965554,147079.533,2339.951844
30-20,22,28103.12308,88573.74571,Aluminum,96.73750566,27.27710738,163432.8879,2269.108898
32-16,30,31653.96371,24458.56382,Aluminum,80.406242,29.21255441,148924.1952,2159.843713
30-16,19,27407.46865,50434.23352,Aluminum,83.97229895,26.21953729,156156.4249,2428.018377
28-16,35,31260.78974,46785.53507,Aluminum,84.04491793,27.87583065,154232.4829,2350.584217
32-20,21,28983.33769,63369.58097,Aluminum,77.84838467,25.35715067,145999.6604,2510.962554
28-20,54,31447.33799,41717.88455,Aluminum,90.82267938,29.9654112,160973.8272,2249.757766
