modelica.jturbine,modelica.ratio,modelica.rho,tl_peakPowerOutput.output,tl_integratedEnergy.output,CfgID
66520336.66,96.88386298,1.050441063,189.5610566,7712.90784,cfg1
114002881.7,99.93845988,1.170190353,126.8061313,5432.903622,cfg1
49394782.14,94.36928852,1.013863648,235.8936806,9408.895585,cfg1
48158194.04,91.56112512,1.424849693,228.1559626,9108.452229,cfg1
12071865.91,83.56088946,1.363685833,722.7195964,27819.23797,cfg1
63023542.9,96.9112763,1.393543393,198.9472831,8058.109842,cfg1
156149330.2,112.6549161,1.429914479,120.1851801,5235.662417,cfg1
78033777.73,107.8468949,1.329949107,200.0284581,8145.764718,cfg1
117114351.5,83.07757274,1.268286025,92.27288879,4116.859383,cfg1
110204158.6,118.0132216,1.401312598,173.8666428,7219.864157,cfg1
83016858.6,108.2507455,1.35083846,190.6737643,7802.748401,cfg1
103156017.9,119.8575534,1.433881917,189.3362783,7796.160197,cfg1
100834298.8,88.58583328,1.361058192,114.5211252,4940.910765,cfg1
12715362.01,88.37040485,1.282126879,767.5453917,29554.36261,cfg1
25404029.04,114.7916945,1.012863645,650.8795417,25153.26885,cfg1
38612438.59,99.32460835,1.26196462,326.868253,12820.11643,cfg1
147650822.2,119.0810157,1.215636942,137.9658927,5904.985871,cfg1
106231378.5,101.638304,1.194418017,138.2340982,5855.341724,cfg1
101087985.2,97.12394481,1.270339713,133.2753635,5656.824946,cfg1
73015582.02,84.88436565,1.449123508,138.4422797,5787.985071,cfg1
128831158.7,87.29300265,1.412633997,92.82348666,4155.050193,cfg1
115420145.3,103.4005509,1.064828439,132.9470036,5669.408786,cfg1
71071957.91,86.94310773,1.472024593,147.619259,6131.572226,cfg1
87131231.81,118.1972475,1.354682863,214.3624103,8714.875217,cfg1
147193691.2,108.6566467,1.014345757,118.7016643,5168.999438,cfg1
148243612,106.2031126,1.050855591,113.7201564,4979.812258,cfg1
31314700.4,98.83201983,1.175670803,395.3058544,15388.28848,cfg1
97750487.54,114.8176504,1.282872241,183.7258981,7571.735407,cfg1
102700913.6,81.60325311,1.356306874,98.94230928,4348.480861,cfg1
112956048.1,91.38202266,1.084593644,110.2171955,4797.780323,cfg1
20889623.06,117.8809777,1.168815845,832.7713651,32126.63273,cfg1
98078567.69,99.83698911,1.384443567,143.2438658,6030.789987,cfg1
37318380.91,91.82773201,1.389178122,290.3293304,11417.73162,cfg1
135763537.2,98.07081678,1.367991469,107.0943982,4711.285694,cfg1
167972624.2,100.6801866,1.292079431,95.03152288,4284.543935,cfg1
114108420.6,104.0287853,1.316741923,135.584875,5767.859189,cfg1
99726040.18,113.4760272,1.045501377,176.7991368,7311.955015,cfg1
81846639.45,95.77747432,1.095303495,155.1853184,6449.089941,cfg1
53414372.52,92.78355225,1.491963861,212.9300069,8552.847914,cfg1
56242480.55,118.2931435,1.371152326,320.7483002,12673.74357,cfg1
153278490.8,82.19682841,1.368852213,75.21561719,3505.068533,cfg1
40788994.58,110.9511272,1.300105616,384.2963688,15027.19077,cfg1
151728116.2,98.28306606,1.152683991,98.75314195,4410.689698,cfg1
112594443.9,116.6935948,1.053754818,167.3204162,6974.620185,cfg1
17919005.45,106.2805584,1.363642763,788.7432688,30408.94646,cfg1
50699306.79,93.61546923,1.015941821,226.9393094,9074.034085,cfg1
76824554.49,107.4589949,1.338304767,201.4923071,8198.152726,cfg1
140075929.1,88.82723729,1.207971714,89.67755926,4048.617749,cfg1
134499633.7,100.1617886,1.12942498,111.5991589,4881.967393,cfg1
140094417,119.6699769,1.217374354,145.3189446,6176.288781,cfg1
168395558.5,105.9206416,1.234276424,102.6346721,4576.601168,cfg1
111122508.4,110.6939002,1.201591152,154.2507726,6474.204504,cfg1
91622006.75,80.01705631,1.196792253,104.6031652,4543.289881,cfg1
103205679.1,116.8453016,1.336549206,180.8121429,7471.586456,cfg1
33188737.38,94.01317766,1.072068364,339.3273951,13260.96896,cfg1
124244026.4,100.4180605,1.481153922,119.2936178,5161.903696,cfg1
90592960.11,102.6866832,1.189516736,160.8722707,6686.294709,cfg1
69005592.79,92.06447625,1.205668563,167.479337,6880.846696,cfg1
36847193.64,89.02703617,1.302496114,276.9221676,10903.47664,cfg1
107993247.1,91.12655023,1.416846096,113.6426101,4920.332772,cfg1
90345973.18,97.21325969,1.021324477,146.5229347,6139.411719,cfg1
147204235.6,85.2855835,1.277468336,81.50333024,3741.88015,cfg1
155496302.9,92.66211539,1.492142151,88.63306946,4025.97751,cfg1
41057549.38,82.04966918,1.010725083,214.9303387,8567.859247,cfg1
82005200.61,94.78153053,1.490196092,152.1189621,6332.775998,cfg1
84565446.06,92.38047306,1.265996222,141.7760236,5945.304956,cfg1
66953002.95,95.66490665,1.190057298,184.2078604,7510.667145,cfg1
95551816.41,107.0395594,1.190170854,165.3787736,6868.570222,cfg1
14755418.1,103.045638,1.463274039,899.775959,34672.86908,cfg1
29114214.79,100.0056166,1.066375679,433.984101,16853.21966,cfg1
97993783.42,118.9688258,1.196590179,195.4340222,8018.128346,cfg1
37963605.2,88.4064768,1.44405463,265.7709859,10485.41921,cfg1
143522907.1,116.9832666,1.469591858,137.0302287,5864.366379,cfg1
147990648.1,107.5103518,1.119426885,116.1625109,5072.88645,cfg1
44789996.63,103.4190054,1.277351839,307.1476392,12101.96908,cfg1
165986931.5,97.17086581,1.076495023,90.81933226,4120.756736,cfg1
27489568.31,102.6240342,1.333538216,482.7520164,18710.46576,cfg1
127426148.6,96.56586662,1.397659504,109.7160497,4800.440213,cfg1
33585938.56,97.62542914,1.095830494,360.9315085,14089.34643,cfg1
156331389.4,99.25100978,1.411235857,98.0521269,4388.764112,cfg1
74776979.16,103.4723038,1.167629989,192.6545314,7855.985173,cfg1
109894376.2,99.18509336,1.460059445,128.9880336,5509.271692,cfg1
162659317.6,90.63867554,1.394231486,83.08091409,3819.337553,cfg1
33975745.38,86.87457484,1.434924704,285.099081,11196.27483,cfg1
98952366.22,99.84555941,1.398268012,142.2103437,5993.151991,cfg1
103327074.2,114.0250496,1.00937998,172.9323738,7171.712692,cfg1
127338285.6,114.5818771,1.494778598,146.0449904,6186.849269,cfg1
39688150.49,100.1105481,1.312438637,323.3602284,12692.56843,cfg1
167328672.1,83.21796992,1.233782226,72.20674196,3402.447471,cfg1
129460738.8,83.47281723,1.123631851,86.43715703,3910.189932,cfg1
78787080.03,88.93774966,1.171660781,140.844788,5895.329579,cfg1
11838553.17,101.1127283,1.290164955,1079.670556,41610.6584,cfg1
52610311.81,88.30799323,1.419393044,197.0584965,7945.566592,cfg1
142283493.8,100.8504481,1.085528303,108.0157538,4754.636046,cfg1
138138054.9,86.87126831,1.096460471,87.59631608,3966.116562,cfg1
15682427.34,107.7388195,1.050933452,925.6115663,35675.85085,cfg1
91906790.65,106.9625152,1.11669068,170.7893528,7066.746695,cfg1
33788804.09,103.9951826,1.08403763,405.8125575,15807.41048,cfg1
107185022.2,92.55105319,1.262124993,117.266818,5057.335858,cfg1
165455864,118.2183047,1.078658479,124.2482897,5400.50994,cfg1
110052830.1,108.2579058,1.000706198,149.6162422,6295.791495,cfg1
109221052.9,101.5233831,1.010800842,134.8482987,5731.558652,cfg1
115906932.4,103.0480275,1.048464155,131.7277632,5623.694823,cfg1
54377717.9,83.42017269,1.125889767,172.5779165,7022.090419,cfg1
165510413.1,110.0253289,1.319632251,110.4854114,4874.413197,cfg1
82576518.87,91.82585292,1.165605697,143.1230643,5991.740378,cfg1
101259871.1,112.6572929,1.188861643,172.2453019,7141.563701,cfg1
91789893.15,105.855794,1.142383352,167.8494709,6954.567325,cfg1
122836682.7,81.84613274,1.340018081,87.13840512,3927.906157,cfg1
133652033.2,88.17169461,1.280980004,91.75406923,4120.376962,cfg1
143633918.5,95.61145025,1.33160297,98.56910715,4394.396709,cfg1
34980712.18,113.5993666,1.163912521,466.4536384,18137.37153,cfg1
103749695.3,104.1557868,1.40398507,147.0369189,6186.214798,cfg1
70068115.3,107.5619801,1.081636266,219.1522162,8850.503525,cfg1
90183279.47,95.4017615,1.48782124,142.0480354,5968.635565,cfg1
80632527.17,110.7832811,1.343857802,204.0448028,8305.631856,cfg1
52450582.09,108.8331009,1.464172313,292.0843463,11564.00297,cfg1
140063537.6,90.5520391,1.371686221,92.34239882,4151.070336,cfg1
39210896.95,100.1317703,1.251347409,327.2100597,12836.74329,cfg1
15213011.53,114.013752,1.280306511,1068.591276,41195.89764,cfg1
133147982.6,117.0479743,1.003527774,145.9543445,6191.458921,cfg1
10843428.85,105.4286601,1.040279492,1281.988892,49433.69685,cfg1
141965328.3,106.0390671,1.01936233,117.3658286,5111.757984,cfg1
73708752,113.110301,1.255965696,229.7588121,9265.486933,cfg1
19274626.34,95.74158619,1.254020666,595.9537617,22992.85972,cfg1
15204884.58,84.91719368,1.340818601,593.3819226,22857.91704,cfg1
129609271.5,98.57411008,1.421763999,111.9384131,4888.425934,cfg1
160666569.1,111.0839761,1.232026603,114.8408508,5036.131788,cfg1
148782436.6,93.94053458,1.228393146,93.44563741,4203.692601,cfg1
142407387.7,91.89041797,1.167836015,93.29547128,4190.523513,cfg1
92872645.76,115.7572399,1.311226077,195.0066393,7990.941064,cfg1
117052579,105.2398604,1.102327889,135.4117917,5765.996717,cfg1
135313975.3,106.5386436,1.034038464,122.8842766,5314.18792,cfg1
38245247.98,108.89813,1.413528035,394.1484617,15389.21719,cfg1
145150925.1,103.9954703,1.331956876,111.743518,4900.644956,cfg1
98076998.74,95.74901438,1.331957824,133.3531761,5653.931473,cfg1
106867333.8,107.4956135,1.277741329,151.490878,6361.592758,cfg1
55496398.33,114.5479791,1.119277867,305.446986,12086.7491,cfg1
20797919.71,118.765882,1.312420041,848.9927578,32751.43204,cfg1
24709007.97,108.1106894,1.090144466,593.8987611,22957.28376,cfg1
104534183.3,103.2796791,1.254359898,143.9989911,6071.928742,cfg1
119495238.6,116.6400566,1.251826457,158.9074097,6665.344277,cfg1
155944421.2,91.95468453,1.20997341,87.44112756,3980.557476,cfg1
87783865.16,106.7601035,1.23554324,177.1159427,7298.23453,cfg1
49635269.88,85.59741923,1.255832654,196.0081412,7892.264728,cfg1
123683422.1,87.2800115,1.141936775,95.63895676,4255.940201,cfg1
124929316.4,119.782709,1.465942751,160.2938794,6726.454611,cfg1
113024450.3,95.31958684,1.125848411,118.0280355,5096.298265,cfg1
150763530.4,105.5173349,1.438349107,111.0630567,4881.04757,cfg1
148051255.3,84.7925834,1.376615029,80.49988685,3704.050799,cfg1
37231533.03,115.5951607,1.483597907,454.3949893,17689.24692,cfg1
168822459.3,97.66589255,1.402851165,90.40112566,4107.39849,cfg1
87025959.92,96.58929385,1.264096208,149.5251137,6246.176747,cfg1
60477234.78,92.84679496,1.225766906,190.8388624,7740.455686,cfg1
11237861.94,111.2498452,1.318556613,1377.614079,53133.48277,cfg1
132905925,95.63767867,1.075026346,104.5817338,4611.401044,cfg1
65387271.89,100.461102,1.167697782,205.6373629,8320.839948,cfg1
68095895.83,101.3820509,1.428344688,201.6745691,8178.965321,cfg1
137504748.8,117.1679997,1.351229462,142.3467059,6059.632896,cfg1
165887355.7,107.5149615,1.014459413,106.2978521,4714.494915,cfg1
163833400.9,117.1713807,1.372571174,123.4049704,5366.667205,cfg1
41788560.53,107.6041571,1.495936396,353.918121,13871.6324,cfg1
161783794.9,104.5329839,1.264130603,103.63094,4608.263662,cfg1
145563302.8,112.7111773,1.226149623,127.2482286,5493.49703,cfg1
124472127,115.2752564,1.298416319,150.4129671,6349.189322,cfg1
143883080.5,118.0212069,1.441920459,138.8130494,5932.819419,cfg1
78155397.14,98.32167597,1.180066068,169.1030786,6969.138051,cfg1
79558550.66,92.11143966,1.084031434,148.4631106,6187.364418,cfg1
29769293.09,80.12751678,1.035578757,276.4096787,10833.95062,cfg1
32857407.25,100.1891811,1.204830257,387.636014,15105.61675,cfg1
63859410.48,113.0909518,1.089765053,261.7671187,10453.14124,cfg1
19190065.91,116.8145038,1.404057357,889.7907252,34314.65167,cfg1
84661825.92,88.89743343,1.453548028,132.6068473,5596.298525,cfg1
142044619.1,99.04675066,1.468335667,105.084802,4642.163364,cfg1
132734792.3,80.62247117,1.008641764,80.69204254,3692.781904,cfg1
97101989.1,95.37925596,1.325330937,133.5696768,5660.235699,cfg1
146923706.6,117.5974949,1.12517646,135.6169813,5814.507393,cfg1
148499296.3,98.82329618,1.238335854,101.2294264,4502.021236,cfg1
153702586.2,106.7716416,1.475717331,111.510789,4901.413791,cfg1
84747120.19,90.91277052,1.104929948,137.6751552,5789.567607,cfg1
119638812.5,101.8441463,1.421797587,125.8723001,5406.16628,cfg1
53689740.02,99.9842624,1.196753509,243.572984,9720.536502,cfg1
113297210.2,107.0342373,1.205158197,143.1888614,6056.36916,cfg1
93298850.08,81.87156904,1.141857618,107.0287935,4639.61318,cfg1
105077234.3,97.7586742,1.233397743,130.5548382,5560.535746,cfg1
13523129.51,84.31744864,1.315660219,657.2074387,25302.97078,cfg1
143620642,102.8532789,1.311943227,110.6789613,4858.12121,cfg1
78542886.78,119.4328317,1.257788392,239.927533,9666.664769,cfg1
54219630.01,94.43861808,1.213150808,217.0664321,8713.674006,cfg1
132646209.3,114.7052767,1.045338594,141.4285862,6018.207292,cfg1
80718416.75,88.8630988,1.476828961,137.8385114,5785.849468,cfg1
67356602.49,88.5804283,1.351644998,159.6670078,6578.436787,cfg1
156823815.4,98.0385018,1.401702928,95.97911641,4309.734764,cfg1
54642862.91,117.2412175,1.031386726,323.9737643,12790.21579,cfg1
19783378.86,114.8576171,1.35589188,834.6176474,32190.53737,cfg1
131241156,105.6151251,1.461850658,124.1282717,5356.283415,cfg1
80919440.08,88.19891535,1.236876226,135.7950043,5708.534742,cfg1
144688095.5,94.21461839,1.32407467,95.81936772,4290.138953,cfg1
155926721.5,97.22246881,1.061271914,95.15466792,4277.136796,cfg1
68067320.42,90.35642682,1.266579391,163.9092724,6742.08311,cfg1
16803550.5,116.7609896,1.144141195,1014.788661,39125.50309,cfg1
31250060.85,106.2265174,1.443295193,456.1394651,17717.45993,cfg1
41812086.71,118.2619078,1.130782045,424.8490537,16584.22215,cfg1
48197871.42,113.1988685,1.430109558,340.9013333,13407.49915,cfg1
98113085.34,106.2514823,1.127472566,159.5896259,6653.39071,cfg1
15381009.13,119.1011355,1.108214817,1153.467194,44476.28446,cfg1
140911657.4,112.0622557,1.437945722,129.3836346,5569.383414,cfg1
168109528,106.0798787,1.396250984,103.0104058,4590.724786,cfg1
124187016.7,112.1122409,1.100459902,143.6483557,6090.90917,cfg1
120737821.6,100.2174873,1.202910083,121.6468869,5246.571563,cfg1
37029151.32,104.7773794,1.27797359,377.1707524,14732.5321,cfg1
135089146.1,106.4532894,1.217155372,122.8847911,5313.915027,cfg1
85511394.92,105.6289231,1.456373813,177.7802317,7318.118303,cfg1
10239045.5,108.1697052,1.27596919,1429.565597,55143.61423,cfg1
17920795.37,102.5830511,1.373769814,734.8621532,28331.70594,cfg1
22290911.03,97.21415989,1.149732593,532.4118409,20575.30788,cfg1
136846993.8,113.8464627,1.015795894,136.0861473,5819.991475,cfg1
139452927.2,87.25829285,1.490667184,87.58495147,3967.304267,cfg1
19076066.8,112.1021128,1.074876738,824.4307942,31793.02716,cfg1
64914128.04,117.490892,1.453740757,277.053905,11039.56263,cfg1
73753275.94,110.6019541,1.076735435,220.3156468,8905.995014,cfg1
132052104,100.0262653,1.378105944,112.9645333,4930.946066,cfg1
62375923.88,88.84195612,1.110785829,171.5077659,7012.041845,cfg1
52034800.31,87.55284098,1.227221406,195.8888177,7898.562306,cfg1
123767124,107.37691,1.102080561,133.8386729,5716.248247,cfg1
55020267.41,105.3262791,1.012961085,262.6258588,10451.98469,cfg1
111613801.8,93.07029588,1.36456845,114.6208998,4963.850052,cfg1
47632914.48,93.68535894,1.358525672,240.553764,9577.911465,cfg1
163941449.1,96.36011897,1.095735951,90.48750828,4105.9877,cfg1
