modelica.jturbine,modelica.ratio,modelica.rho,tl_peakPowerOutput.output,tl_integratedEnergy.output,CfgID
143701019.4,117.1711024,1.465311417,137.2633191,5873.475666,cfg1
156372255.1,87.7350469,1.131627615,81.4382957,3749.43477,cfg1
143988447.2,103.1042083,1.458651655,110.8938717,4866.778196,cfg1
23431840.72,81.92643666,1.250867635,362.226363,14058.64699,cfg1
10015020.46,105.0404005,1.256142456,1378.076015,53151.29927,cfg1
148500455.7,115.6887219,1.334258459,130.7858351,5631.971492,cfg1
85207596.5,110.9207393,1.37083687,194.7506096,7963.394193,cfg1
138409036.3,118.7615344,1.256435722,144.8854083,6157.612995,cfg1
37392526.92,101.4232776,1.468794296,350.8452459,13728.51836,cfg1
9243682.001,102.7260442,1.362646376,1428.156664,55090.18446,cfg1
60650156.55,115.3168844,1.437994368,284.8071077,11319.80405,cfg1
147374705.7,108.5401587,1.483489076,118.3775999,5156.826991,cfg1
70403817.46,80.29591798,1.370744877,129.6983912,5447.327458,cfg1
118689116.4,86.75824952,1.060587356,97.70783672,4327.91044,cfg1
151459133.8,81.40901949,1.240983008,74.80083773,3486.961185,cfg1
102609230.8,96.802823,1.147920994,130.9194286,5569.89119,cfg1
93664775.26,106.0641149,1.106699667,165.5331514,6870.453511,cfg1
127169310,115.4640436,1.32518112,148.1512773,6266.90314,cfg1
104794679.9,111.2084509,1.003283388,163.4566083,6813.582864,cfg1
140262645,111.327972,1.494741019,128.4474923,5532.848262,cfg1
21664510.48,114.7223209,1.00556024,760.8790398,29361.23185,cfg1
134129302.4,115.8597823,1.385727859,142.5498386,6062.954945,cfg1
137739534.9,93.34447926,1.454201346,97.97746893,4364.533386,cfg1
160497900.2,107.9049761,1.03320328,109.6721135,4838.252141,cfg1
45847907.52,107.3175374,1.328333713,322.554604,12695.39373,cfg1
131774721.1,98.67568216,1.001575197,110.6856007,4843.446938,cfg1
22151212.71,110.1452373,1.149129233,686.3826101,26495.81032,cfg1
12844599.47,115.7356541,1.29026834,1304.339745,50301.25415,cfg1
12962377.37,107.8178874,1.34073694,1121.363534,43226.35575,cfg1
155702662.1,108.6324305,1.436221315,113.5174662,4980.318478,cfg1
101922074.7,114.8989088,1.114733767,177.3881636,7338.708121,cfg1
144589415.2,106.2855746,1.411686658,116.1202177,5067.303923,cfg1
131739447.8,104.4475095,1.080537504,121.4917889,5256.297702,cfg1
78141556.25,110.4134807,1.205539917,208.5482958,8470.408597,cfg1
66859415.22,114.5668657,1.349340284,257.1469416,10287.3683,cfg1
94314646.01,100.4759901,1.489068547,149.661874,6267.51951,cfg1
36256629.29,82.57885794,1.489625106,243.7123962,9634.169094,cfg1
21703580.19,117.4822551,1.267752214,796.3685498,30728.93594,cfg1
151362698.8,103.4776644,1.390487495,107.3085118,4738.054857,cfg1
114930953.4,85.28367751,1.052334641,97.44389319,4311.941429,cfg1
23645672.21,97.61740991,1.35868228,506.6521357,19597.25247,cfg1
135519351.2,119.7298901,1.183888927,149.5361664,6331.194288,cfg1
107737557.7,111.081794,1.073820576,159.3214445,6661.442959,cfg1
107192737.1,86.82989258,1.396473587,105.7024267,4615.392542,cfg1
44929278.05,104.2768196,1.245363197,311.1337722,12254.79568,cfg1
135193793.2,90.79587765,1.03025829,95.17234148,4253.673177,cfg1
147717081.9,106.3687015,1.179874184,114.3268627,5002.403856,cfg1
121673722.6,105.891082,1.422027453,132.5601506,5664.375183,cfg1
82013319.42,88.52583793,1.149047598,135.1515799,5686.775509,cfg1
41495771.67,82.64793698,1.434853014,215.7733898,8602.434545,cfg1
106659125.1,100.0245489,1.381409109,134.071939,5697.464594,cfg1
43016232.8,92.1486385,1.237653088,256.0831122,10145.59789,cfg1
29014516.41,106.6265743,1.230563459,493.8664146,19148.02501,cfg1
45256740.68,96.72969617,1.192809758,267.8289386,10605.02539,cfg1
156533144.8,116.7693528,1.329356021,127.2837936,5507.219499,cfg1
13224425.71,81.81034524,1.144163173,632.6502301,24353.43987,cfg1
81305965.73,89.83291525,1.333599702,139.5945896,5854.209746,cfg1
62834754.08,96.30629373,1.094260219,197.2085303,7991.288568,cfg1
40019519.39,92.58920863,1.435250958,276.3043159,10899.30333,cfg1
168893892.6,83.32389691,1.146419178,71.89453062,3391.791019,cfg1
160399250.6,113.7276513,1.325161316,119.4923472,5213.662304,cfg1
112233200.3,114.4986227,1.164631597,162.2657316,6781.444391,cfg1
75529275.25,92.48914147,1.085923334,156.2615262,6473.303172,cfg1
127345701,117.9505928,1.264651856,153.5354816,6472.393347,cfg1
100297310.3,110.3949554,1.4236896,167.5350105,6960.301488,cfg1
93320182.8,107.434638,1.075345558,169.879269,7035.180124,cfg1
94836108.42,114.0044779,1.106814486,186.2590546,7662.093914,cfg1
150331701.3,108.1034293,1.168195813,115.7684657,5060.484768,cfg1
75247360.52,111.771749,1.086471036,220.6152879,8921.755909,cfg1
45993271.34,99.9702264,1.440772425,280.868575,11105.84052,cfg1
167949210.3,83.49869875,1.380103005,72.36601256,3409.249353,cfg1
87119067.44,81.81623696,1.366677578,112.7847682,4846.070619,cfg1
54674352.8,96.40851472,1.101302233,223.8439526,8973.533094,cfg1
124438894.6,89.40382035,1.087091902,98.83924671,4379.783952,cfg1
146222681.3,89.25055721,1.41446483,87.57022074,3974.794186,cfg1
39858946.48,90.12635947,1.00954758,263.4878515,10409.85749,cfg1
136451239.8,95.00021589,1.085642068,101.4281552,4495.194058,cfg1
136608263.3,94.27164204,1.246199717,100.1211877,4445.305281,cfg1
115358912,109.2023575,1.46206641,146.0036156,6167.025641,cfg1
133096498.9,112.2735396,1.352566479,135.9842636,5811.172383,cfg1
25463746.35,90.5996275,1.422822654,407.0655105,15793.2674,cfg1
85870170.84,108.8617317,1.237457219,186.9879322,7669.482981,cfg1
59573315.88,86.33634695,1.159915123,169.5647016,6927.965793,cfg1
21637675.39,116.5908638,1.401109242,786.7396713,30357.44411,cfg1
96103924.64,119.7111771,1.333590388,201.0774028,8229.124648,cfg1
107694535.7,105.3832155,1.431511666,145.4303202,6132.173876,cfg1
160827451.1,105.4235459,1.359128044,105.5083153,4679.199941,cfg1
46340316.86,103.4708555,1.442774255,297.7980125,11753.20104,cfg1
36419249.9,81.17705591,1.29055372,234.9983432,9303.388519,cfg1
42552904.87,97.17268663,1.385464537,286.0910655,11286.82264,cfg1
59695479.86,92.61709448,1.054958026,192.1790727,7788.53078,cfg1
84176228.19,83.58716022,1.088254239,120.0851128,5117.814923,cfg1
113845674.7,82.46132616,1.260735791,93.139945,4145.014118,cfg1
152882687.7,91.60576815,1.144149214,88.19023235,4006.122368,cfg1
132157883.3,101.2628912,1.311130074,115.1749311,5015.56664,cfg1
56363767.31,89.05455437,1.161228905,188.2471046,7626.070975,cfg1
67165966.85,91.43540694,1.248250831,169.3530674,6946.275378,cfg1
115693753.6,80.64525497,1.442222289,88.97242073,3987.718557,cfg1
38383150.94,88.66983393,1.060855798,264.5633572,10441.97945,cfg1
137569238.8,95.55314438,1.147241252,101.7290175,4508.132491,cfg1
25120816.45,82.67102696,1.444667774,344.8576164,13409.39132,cfg1
85955157.78,115.5912323,1.078453826,208.3069615,8481.403001,cfg1
80459387.4,96.06389372,1.28158764,158.28896,6563.674728,cfg1
156705732.7,93.72728381,1.042749551,89.66730013,4067.056888,cfg1
149954027.7,116.2404759,1.149475127,130.7936692,5633.938482,cfg1
30231580.1,81.89515925,1.435234473,284.0807835,11130.15572,cfg1
154858599.1,91.01487247,1.450830731,86.54316234,3944.810917,cfg1
42982465.48,100.0329081,1.117884857,299.5518929,11802.57153,cfg1
74632862.81,85.98713884,1.026666795,139.0047468,5813.998964,cfg1
145860887.3,86.188072,1.191218867,83.29855907,3809.676437,cfg1
36779105.21,108.7429794,1.234359355,408.0701421,15912.946,cfg1
92064859.58,93.07526574,1.284694457,133.8556433,5660.66118,cfg1
97421384.54,113.9039173,1.015127098,181.6473508,7491.906401,cfg1
17380446.71,94.13571509,1.324336094,638.2580038,24605.34673,cfg1
118106304.3,111.2322636,1.090505748,147.7781804,6239.05251,cfg1
85599412.95,107.19315,1.498463795,182.3656405,7492.872866,cfg1
147337950.3,95.8095659,1.095764554,97.02326533,4339.406669,cfg1
134350692.3,89.23514376,1.173451883,93.09561404,4172.835251,cfg1
141754213.6,114.2645158,1.283156147,133.0367415,5709.833085,cfg1
106578941.1,88.51300322,1.044375077,109.5099651,4759.93234,cfg1
112485665.2,91.3153401,1.389183019,110.4453955,4805.733652,cfg1
124527625,115.6031687,1.062534217,151.0976515,6375.36797,cfg1
60094839.24,114.4533716,1.366566498,283.1893563,11256.01923,cfg1
127168304.5,115.8500982,1.436902924,149.0080107,6299.560569,cfg1
13182929.75,109.1715887,1.05225715,1130.500795,43580.34974,cfg1
120265882.1,86.64706459,1.150759024,96.55600159,4286.109008,cfg1
157691413.2,107.7288029,1.465621581,110.8926506,4882.035269,cfg1
101948462.4,94.38499665,1.368391691,126.1184072,5385.587152,cfg1
109855478.4,106.3552906,1.482660036,145.319294,6131.726683,cfg1
108288024,101.8615368,1.085549126,136.5741179,5795.721325,cfg1
24355845.76,112.5129708,1.379795255,652.0017843,25188.91235,cfg1
134072283.7,82.27721128,1.074676276,82.54345709,3766.08554,cfg1
85099967.5,104.0040027,1.39514783,173.6474293,7159.814674,cfg1
12919545.78,84.18446335,1.302027157,685.5838335,26392.57067,cfg1
41063264.09,112.0787246,1.470771796,389.4097335,15224.26764,cfg1
33375959.58,86.08657928,1.327910211,284.8848813,11183.93708,cfg1
43100659.53,105.024088,1.486009704,328.0078504,12889.19894,cfg1
100038108.7,108.1070358,1.312300777,161.8166301,6742.029744,cfg1
84651906.28,100.4700517,1.16980624,164.0461387,6793.286399,cfg1
104712374.3,106.7181714,1.142461762,152.1822284,6384.00279,cfg1
131974428.5,92.93469454,1.185514664,100.4829083,4453.167266,cfg1
99403950.81,114.2101918,1.425005628,179.3492776,7408.42405,cfg1
96455482.39,87.63642802,1.101971909,116.5292415,5009.040595,cfg1
50818369.53,99.04899404,1.369471706,251.678273,10016.59333,cfg1
96533729.23,116.4694645,1.03732714,190.5845418,7830.401666,cfg1
52714919.98,117.6174393,1.447815959,337.1741221,13285.90597,cfg1
130794447.2,86.35888324,1.118810573,90.30931289,4061.056589,cfg1
154139031.2,97.65713118,1.085529339,96.63449954,4332.033121,cfg1
142458650.8,85.11543847,1.34725334,83.14602382,3799.787152,cfg1
13169702.4,86.5001942,1.181153768,710.1117499,27340.92037,cfg1
92287196.26,102.2971429,1.411739621,157.2974588,6553.924435,cfg1
158322555.9,103.8399714,1.196074429,104.2513122,4628.474408,cfg1
68343883.08,94.71770061,1.461754618,177.7040551,7267.723311,cfg1
59904715.19,80.41519506,1.421168878,148.7611316,6137.977185,cfg1
92374588.91,107.9068438,1.020935279,172.7210458,7141.315667,cfg1
38016333.95,86.86134353,1.101822955,256.6949199,10139.89346,cfg1
159033700.1,107.9191103,1.051374718,110.4778821,4867.570393,cfg1
14984704.5,85.63224153,1.332824479,612.1639184,23579.44594,cfg1
127315635.2,81.66104962,1.32096526,84.65775189,3838.641238,cfg1
101886484.6,105.6270211,1.327343679,152.9756367,6408.913232,cfg1
140081416,118.3558838,1.36767621,142.6085218,6072.900774,cfg1
67542936.6,100.4526716,1.462934643,199.7519247,8104.011069,cfg1
61870515.65,100.0723182,1.080433696,214.5383264,8647.300987,cfg1
134390279.8,106.1838497,1.462408483,122.8793467,5312.794709,cfg1
122846530.2,110.1207799,1.194816519,140.5677767,5971.478191,cfg1
167014611.9,98.18793988,1.303133723,91.84942756,4161.360907,cfg1
81816504.48,97.72771997,1.180201381,160.8413341,6664.280963,cfg1
14481388.29,108.3106174,1.062965535,1012.93565,39042.17897,cfg1
79841296.82,108.9569444,1.018914637,199.6972345,8138.025514,cfg1
58514976.89,85.94430944,1.49561316,170.8242808,6971.876217,cfg1
99748205.38,112.3918954,1.010302288,173.7686544,7196.596126,cfg1
67184758.15,95.16283132,1.478330563,181.9125369,7424.101551,cfg1
96317183.6,88.30818117,1.241511667,118.1437451,5070.389217,cfg1
119858510.9,118.6461649,1.308418865,163.3032834,6833.416075,cfg1
114370980.4,98.2533482,1.467632765,122.9365047,5285.855544,cfg1
105794580.9,116.7620306,1.049312242,176.7383236,7321.300555,cfg1
12957097.4,109.5734585,1.457432781,1158.722078,44670.6678,cfg1
165814905.8,88.32449538,1.124606153,78.97242748,3663.634673,cfg1
66169012.79,118.154564,1.362083194,275.1043668,10969.54165,cfg1
137678978.2,115.3818462,1.312562425,138.5226511,5914.004214,cfg1
110440032.1,114.3879328,1.235545545,164.2343888,6853.354828,cfg1
35886086.09,97.60095971,1.247111035,338.7126586,13255.49569,cfg1
41622413.7,118.7688544,1.075019092,430.2804648,16791.07025,cfg1
48029285.17,116.2503082,1.02595886,360.0102229,14136.63724,cfg1
154138321.3,103.3609324,1.463066676,105.6308538,4676.866746,cfg1
122480031.1,112.9106038,1.146552225,147.1004453,6219.959106,cfg1
51627151.5,115.7477647,1.184556258,333.4555101,13139.09307,cfg1
49366565.07,92.47750234,1.279597081,227.2568944,9079.970401,cfg1
57709889.39,81.83212282,1.195144375,158.3831123,6495.663535,cfg1
98545635.18,116.8721286,1.184800407,188.3341372,7748.856062,cfg1
120817192.5,108.232756,1.43759929,138.3726957,5884.730778,cfg1
64229016.34,96.26579083,1.062401022,193.260815,7845.953873,cfg1
133875146.2,114.1143444,1.213000716,139.1231069,5931.932427,cfg1
146849836.7,92.11438805,1.213871139,91.56043204,4129.046837,cfg1
28588313.42,109.2937158,1.475751049,526.0376032,20379.31358,cfg1
28135038.26,109.4150556,1.213425011,535.4846909,20738.67237,cfg1
141379020.9,98.338889,1.208503103,104.2684462,4610.100831,cfg1
65867466.67,98.9124426,1.389905648,198.5756914,8053.731511,cfg1
67994448.14,116.8817716,1.384400596,262.8855953,10509.84217,cfg1
95483865.7,86.8097845,1.006651026,115.6465812,4973.37871,cfg1
12053567.74,94.23863828,1.433803845,920.8674986,35472.87891,cfg1
162430188.1,98.38815168,1.376133451,94.03319551,4240.76924,cfg1
95076831.23,94.06775614,1.273896401,132.738305,5624.427936,cfg1
9428440.026,99.90854153,1.386515413,1324.141052,51064.508,cfg1
60221296.25,96.52951404,1.28314611,205.6852752,8304.340551,cfg1
145487530.9,101.8076245,1.466023917,107.7931647,4749.917897,cfg1
157313936.8,119.7852639,1.320759517,132.29483,5699.376599,cfg1
147947512.7,86.7777579,1.249304671,83.30226923,3812.211596,cfg1
100148352.7,94.53262896,1.232875868,128.2903673,5464.985379,cfg1
108463954.9,89.18286031,1.37845082,109.3537229,4757.240513,cfg1
165278397.2,102.4709334,1.281992097,98.83759059,4428.002259,cfg1
30149127.39,88.99606632,1.155394043,334.3382679,13048.34279,cfg1
58223391.82,80.06175656,1.457159156,151.221139,6225.2482,cfg1
49828205.02,85.00448726,1.350975201,192.8590576,7773.390134,cfg1
18999653.12,117.064206,1.333598082,902.5077515,34804.07745,cfg1
48943521.98,97.01567327,1.189239093,250.5531648,9965.035004,cfg1
126125780.9,104.65327,1.313090701,126.228555,5429.340075,cfg1
77070880.12,116.8705486,1.490497598,234.453159,9454.000048,cfg1
57175074.49,92.08447663,1.443692924,197.5858816,7984.518472,cfg1
150278680,107.220152,1.205043438,114.2651144,5002.954808,cfg1
80660076.91,105.8868026,1.429314785,187.9134782,7691.632676,cfg1
108350943.2,104.2461177,1.481024386,142.019579,6003.367541,cfg1
147023838,107.6711963,1.286402286,117.0505308,5105.709438,cfg1
22673780.83,84.65291907,1.036495279,398.6526345,15446.51288,cfg1
63469656.04,89.80083241,1.481241505,172.2219865,7043.032952,cfg1
148856461,99.00114865,1.420572966,101.331537,4506.338759,cfg1
62614844.47,82.78971766,1.452221578,150.8051013,6225.45255,cfg1
61187099.72,110.9920523,1.492042395,262.8412344,10484.41942,cfg1
29074438.22,97.06334176,1.04970816,409.8773161,15929.63804,cfg1
126859050.1,100.0707613,1.308693089,116.6725037,5065.528014,cfg1
62342503.39,84.77980799,1.00062761,157.8487438,6492.421488,cfg1
44936498.27,104.5819918,1.441173201,312.8324488,12319.65641,cfg1
107176217.8,110.6438687,1.192134777,158.927257,6645.420904,cfg1
127640858.1,117.531871,1.136465878,152.294111,6425.499263,cfg1
149288592.4,107.6495953,1.30064693,115.6097299,5053.239143,cfg1
53564858.36,85.0654554,1.366136368,181.1541276,7344.796267,cfg1
33867848.88,113.1219685,1.310869663,477.3360069,18547.31992,cfg1
103086003.4,89.01404415,1.163260778,113.4392805,4903.796676,cfg1
158791329.3,89.2591986,1.222592891,82.6185685,3797.555672,cfg1
29481405.33,102.3736779,1.374947746,448.8855309,17426.88151,cfg1
109067641.4,110.9865709,1.226226001,157.4324069,6591.844006,cfg1
33782640.8,110.803867,1.496844224,459.4636859,17861.8666,cfg1
142043398.5,106.6979894,1.169212762,118.5121306,5155.650319,cfg1
151814513.7,111.3435937,1.112758541,120.5645567,5245.421587,cfg1
84809364.79,119.5762019,1.114063903,224.3471223,9089.51555,cfg1
46733343.7,89.3740757,1.337852879,224.1297762,8948.231477,cfg1
41713053.62,103.7674484,1.070282011,330.5601123,12979.03899,cfg1
22444119.35,100.7818731,1.244504368,567.9755497,21943.19917,cfg1
88141332.1,95.94895586,1.478162923,146.2327015,6123.393625,cfg1
112425626.2,112.2043991,1.164768327,156.3885342,6557.866956,cfg1
139074693.4,117.2419333,1.122862318,141.1657041,6016.598273,cfg1
43784150.69,99.39838171,1.311547332,290.8628975,11475.46197,cfg1
64550604.52,103.4712678,1.28308124,219.6431236,8851.073324,cfg1
163722019.4,113.9301677,1.23884313,117.9091779,5156.540804,cfg1
134222926.1,92.25916842,1.211635943,98.08799328,4364.296335,cfg1
139679726.6,91.55902336,1.246626088,94.109841,4218.500859,cfg1
154175577.3,105.5065207,1.136736678,109.1326111,4810.944287,cfg1
71747525.19,98.67669876,1.096310147,183.3500169,7493.033798,cfg1
41918374.24,88.01382129,1.209728416,240.5044353,9546.180646,cfg1
56979516.9,88.25498621,1.066389356,183.4209337,7444.966433,cfg1
33608107.44,85.68544154,1.291075195,280.5228612,11019.19473,cfg1
166770188.4,85.77723473,1.054794182,75.47189623,3528.867036,cfg1
117647292.6,95.6352737,1.15084537,114.9660423,4986.725026,cfg1
22147254.16,110.9147083,1.45436099,696.0769587,26868.9862,cfg1
44398988.06,83.25520862,1.445962218,205.7776822,8238.00011,cfg1
162013577.4,103.8582606,1.318389541,102.4682239,4563.945871,cfg1
69185663.47,89.70141604,1.065297423,159.5590643,6580.106215,cfg1
18605508.62,111.2668693,1.246050134,832.6357751,32106.30365,cfg1
163720424.8,118.0810837,1.321179718,125.0636835,5429.917163,cfg1
134276666.4,113.9414629,1.058542305,138.422219,5905.734348,cfg1
39882091.64,111.3146551,1.458515983,395.1494567,15437.08973,cfg1
42388575.72,91.313846,1.226705687,255.1552758,10106.81162,cfg1
133541272.7,110.8374113,1.461327783,132.6937583,5686.241714,cfg1
51426634.21,93.63830853,1.464199362,224.1279066,8970.303539,cfg1
107326879.7,113.2057823,1.068599906,165.2520093,6886.602638,cfg1
100332983.6,93.75660728,1.061996305,126.3349,5390.774084,cfg1
16546226.02,85.4729157,1.192386349,552.9408204,21313.45624,cfg1
55327534.49,83.63401595,1.476641936,170.7798441,6957.626287,cfg1
71475802.33,107.9596225,1.117916709,216.7394517,8762.995035,cfg1
49752774.39,117.9573941,1.306694483,358.0993941,14071.78717,cfg1
105652486.4,102.0719609,1.458995012,139.8757166,5916.858893,cfg1
15668514.81,103.2726662,1.029828886,851.2164185,32803.86073,cfg1
21073873.23,118.1792652,1.487856779,829.7126405,32009.92391,cfg1
157601000.1,111.2383993,1.314780554,116.8600913,5110.133123,cfg1
23100793.21,81.58615967,1.031138587,364.244676,14132.83746,cfg1
156832293.7,114.9657655,1.055344439,123.8458945,5376.243347,cfg1
17874611.82,87.60632077,1.194140794,538.1335166,20756.25719,cfg1
76129859.92,98.54170806,1.198687962,173.6828758,7137.868514,cfg1
66862743.95,92.74126199,1.037828245,174.3939122,7137.040219,cfg1
12812507.98,93.55172281,1.135326678,853.7523487,32883.99849,cfg1
72086872.07,80.21816752,1.49165261,127.009716,5349.879632,cfg1
55082423.41,104.4163002,1.465113329,258.1017028,10279.85469,cfg1
132807048.7,97.01383292,1.118397,107.0540642,4705.901278,cfg1
62162487.5,80.79603278,1.080285727,145.3836632,6017.616099,cfg1
79130313.5,118.9881977,1.378638549,236.6681117,9544.086956,cfg1
28773357.6,105.3848058,1.087654265,486.5466482,18865.52953,cfg1
73298335.86,108.3054692,1.143739041,213.1520307,8631.897097,cfg1
119988208.1,117.2838016,1.142985286,159.8838223,6703.321131,cfg1
98434393.4,82.51674867,1.367420338,104.0066106,4534.358964,cfg1
112135851.3,101.1372455,1.025766901,131.1225317,5594.456195,cfg1
66841639.93,113.7703918,1.473799719,253.8706027,10162.45717,cfg1
70793852.94,81.13919363,1.449986028,131.4347893,5514.633433,cfg1
53490520.12,94.41659829,1.217271245,219.6401444,8808.527985,cfg1
57655314.74,112.4461839,1.216777695,284.5913239,11300.01563,cfg1
149045565.2,96.75737445,1.271943683,97.67358593,4366.294851,cfg1
121280795.1,80.5842699,1.12776354,85.91301004,3878.403114,cfg1
80607432.11,109.2316703,1.309757866,198.9240396,8110.614452,cfg1
88366858.88,96.67447853,1.043786598,147.8400235,6185.11031,cfg1
27945797.01,88.11453721,1.296960048,352.5631089,13727.78273,cfg1
68804322.46,81.88391634,1.281282724,136.6919127,5708.760197,cfg1
126682362.1,115.7650443,1.104774749,149.2976108,6309.900474,cfg1
165088038.1,100.1291396,1.381843586,95.4480797,4297.741755,cfg1
10525497.49,100.7136647,1.383050924,1205.025833,46455.94092,cfg1
30117936.26,105.6310053,1.182990493,467.5664578,18147.45614,cfg1
97259879.88,110.0585701,1.409007299,171.1026798,7090.051018,cfg1
117908274.5,94.98959042,1.374526689,113.502924,4931.228029,cfg1
70395485.69,80.21632721,1.138164471,129.491912,5439.436937,cfg1
20318159.87,118.723491,1.403037421,868.2968721,33492.72974,cfg1
42647269.66,116.890727,1.132387286,407.5116242,15925.34085,cfg1
76840964.75,112.3839242,1.162521197,218.6892554,8852.940284,cfg1
103614085.8,98.12294968,1.492828941,132.8941337,5647.03857,cfg1
120842826.7,93.86070599,1.19699248,109.2069893,4771.472263,cfg1
82441636.76,117.7782903,1.365220142,223.8008307,9062.692117,cfg1
59916345.97,103.1138863,1.222740715,233.4500799,9360.038495,cfg1
73528356.58,109.6924383,1.09390025,217.5862412,8801.403163,cfg1
28089509.27,83.72508938,1.374420375,317.739608,12398.06725,cfg1
119923116.2,97.73045997,1.309331304,117.3351094,5080.706895,cfg1
36861911.08,116.6303951,1.36124358,466.874631,18165.0991,cfg1
21971403.64,103.0315234,1.279982763,605.9588026,23399.84118,cfg1
152784499.8,105.5618641,1.489314837,109.9944258,4842.403778,cfg1
137522170.2,100.6030931,1.082494142,110.4657526,4842.49425,cfg1
139919690.6,93.98413104,1.04461492,97.86866639,4363.059255,cfg1
95188132.11,89.17558818,1.056691887,121.2136598,5185.238053,cfg1
111036141.7,97.8713922,1.084099853,125.0838994,5362.289883,cfg1
77518994.75,104.2895851,1.23240529,189.316926,7736.648006,cfg1
30458017.39,96.08989842,1.383008948,384.3057949,14961.18001,cfg1
58991713.85,84.02264108,1.406288084,162.9013373,6672.37961,cfg1
123208663.5,103.1476356,1.299674285,125.5598982,5399.597317,cfg1
163741963.7,102.3204039,1.216118618,99.30463061,4444.398327,cfg1
165494024.8,117.0585844,1.114680283,122.2193463,5323.031124,cfg1
166608857.5,80.82221885,1.01683705,69.58920523,3299.640878,cfg1
137981182.4,96.03279222,1.389848778,102.3033002,4530.650788,cfg1
129428413.3,117.0779854,1.45748336,149.5206265,6322.308356,cfg1
73102946.5,114.0397308,1.130810291,235.0190475,9464.044862,cfg1
78428577.27,89.07493796,1.186579046,141.7585804,5929.175901,cfg1
110014309.8,86.61030881,1.490326185,103.2000866,4524.459717,cfg1
84403268.38,95.34265466,1.097566576,149.9979262,6257.949849,cfg1
92502758.6,118.7842312,1.030411486,205.0833014,8373.882899,cfg1
92554907.4,81.5440017,1.16574555,106.9986101,4636.896779,cfg1
11287725.08,103.7625713,1.394703666,1192.717291,45981.02955,cfg1
34587174.38,103.3972578,1.178733907,392.3799581,15298.69674,cfg1
69042083.18,118.1862865,1.179450339,264.6760731,10581.50084,cfg1
168465307.7,106.7674017,1.293150117,103.8975968,4625.05922,cfg1
58004904.61,86.16220958,1.238063999,172.9159481,7049.463757,cfg1
87227911.26,117.048028,1.364518214,210.3554061,8562.492679,cfg1
14261087.89,87.04606566,1.308787759,664.3375144,25584.09948,cfg1
100475312.8,93.55451221,1.029772939,125.7338658,5368.125937,cfg1
156892187.9,93.89486581,1.355645608,89.83179855,4073.581698,cfg1
58711100.02,112.2662644,1.32208478,278.9973076,11090.86811,cfg1
129196121.3,117.7537934,1.226907801,151.2436731,6387.665981,cfg1
97750506.68,90.04503049,1.297060989,120.5937167,5166.743946,cfg1
103256052.7,103.2500438,1.201818029,145.4137766,6123.45757,cfg1
45364238.96,91.98329032,1.303524375,243.0389054,9661.180886,cfg1
113932322.5,98.16255949,1.265291627,123.1268484,5292.407942,cfg1
21411534.72,119.2280822,1.37734822,831.2403373,32071.02502,cfg1
141926463.7,108.3357346,1.359650403,121.6015313,5273.518807,cfg1
81101892.89,82.02896248,1.413146574,119.8946129,5103.014143,cfg1
24604305.23,91.64475953,1.320335393,430.4046576,16680.29339,cfg1
43943695.08,99.61201182,1.028536331,291.0655716,11484.04062,cfg1
168317245.1,83.44283003,1.081405255,72.19615821,3402.988283,cfg1
80765207.65,92.24272272,1.448707437,146.9584748,6133.200305,cfg1
124334394.1,93.92645142,1.034243433,106.9475532,4690.163749,cfg1
109218092.9,115.5900494,1.476744072,168.8949084,7028.742327,cfg1
54057737.68,119.85689,1.347829727,341.4070695,13453.36105,cfg1
36023211.16,93.35283519,1.441961763,309.7579693,12150.78127,cfg1
129077138.2,84.53859976,1.115531646,88.28601626,3980.881815,cfg1
40024509,112.4477199,1.19698447,401.6320533,15685.87865,cfg1
43899821.58,89.38560922,1.21557131,237.3367069,9436.387705,cfg1
21119691.77,87.40925832,1.092291796,454.9207431,17589.68581,cfg1
70739448.13,85.14833011,1.122016824,142.9147084,5951.534109,cfg1
155919106.6,106.3861151,1.202456478,109.637007,4832.117973,cfg1
24851786.66,99.67331373,1.433484503,502.8828833,19462.35141,cfg1
166677139.3,106.3208317,1.195605556,104.0547989,4629.355665,cfg1
99167923.12,82.9185239,1.40859069,104.2235409,4544.082839,cfg1
71322704.62,92.17081815,1.372103102,163.1157608,6721.937972,cfg1
17266810.78,110.0299373,1.493495671,877.0672326,33811.67498,cfg1
158474314,105.3813257,1.101121623,106.6399657,4720.10378,cfg1
121232514.4,100.0044577,1.119056155,120.8233803,5215.876974,cfg1
165513604.7,112.5947819,1.47966766,114.6793282,5034.841463,cfg1
58709239.91,117.1680097,1.290456307,302.560564,11989.54209,cfg1
63683583.24,118.6066931,1.15573737,287.0876006,11417.85408,cfg1
28693101.18,100.8464243,1.089211005,447.437512,17365.57104,cfg1
71986140.53,111.2680596,1.321914947,227.6941661,9181.686981,cfg1
43420807.95,94.46350268,1.181861583,266.0798994,10528.69905,cfg1
34178693.92,119.4217253,1.084818311,526.2836116,20426.18497,cfg1
73108859.86,102.0510439,1.084204583,191.6574816,7813.194242,cfg1
47929533.09,112.7476917,1.289502927,340.0824746,13374.92764,cfg1
103845437.1,119.7167889,1.499990966,187.8374907,7740.39365,cfg1
56448238.95,80.12054782,1.035630553,155.4680788,6379.870399,cfg1
102634472.9,105.7709473,1.048837768,152.394771,6388.212301,cfg1
