modelica.jturbine,modelica.ratio,modelica.rho,tl_peakPowerOutput.output,tl_integratedEnergy.output
55565478.797,115.696536987,1.39715402626,310.94973601584741,12296.999682119113
14262298.574,116.519716556,1.41536179288,1190.5495600498018,45905.382412018858
106693204.102,107.086799247,1.2034072811,150.69841361597653,6331.090737444656
134744323.821,97.8749573136,1.27072965493,107.37413417564792,4720.6785715805427
25610516.5943,106.597536151,1.21244391844,557.59505773622766,21569.094084043572
101324127.837,81.4949475653,1.09142582085,99.745703267044036,4376.712925528559
101260189.868,119.770330871,1.49244851072,192.19155996434213,7901.2195314296087
31985976.4269,119.723096794,1.12571891754,564.24349033194846,21868.958820827767
35052706.017,94.8554268303,1.2861368593,327.78085143575714,12832.523171022587
165387713.238,92.6444781506,1.30161219319,84.796313693634161,3888.2245044274537
58738241.3168,80.9847197896,1.48641970131,153.15912774171466,6300.9126049829292
73264123.5767,89.6924829668,1.30019208977,151.93410251880326,6302.2093073635733
42281327.6915,113.489758906,1.40136373438,387.98906248572041,15176.661781420897
135422208.462,88.3175187523,1.30909712643,91.106538197534135,4097.7651202503012
149699169.32,93.8047190738,1.14419463998,92.819732049562873,4180.6741745224226
101943499.769,101.369457912,1.1772688676,142.39138757111633,6005.8369558856803
72221528.926,109.121783707,1.16222763034,219.00527544659531,8851.529604587864
20066222.4898,117.479079614,1.11384439882,860.83728741057882,33203.449261364571
79987483.5665,119.498403047,1.33850520826,236.23562978072965,9529.932639588098
136692389.192,96.3531816433,1.30124459995,103.58047222736379,4577.9484716649313
111457001.67,84.8018268377,1.3216838669,98.832448988338172,4359.5498178886846
138558545.174,110.80562705,1.17594365896,128.70909416817261,5540.6972962691007
151385310.399,95.0052962416,1.01817880716,93.867866264466741,4222.8129810159799
39725773.1168,92.5940723008,1.21649930315,278.23511635554894,10971.186712713299
13688777.2558,88.504975275,1.05605762394,715.32077087851462,27545.902747901975
61703319.0997,117.248926979,1.20376654043,289.25254443991355,11493.252718606776
112943799.112,114.801861524,1.38966408267,162.14553187264536,6778.0690591272205
124212586.955,95.2476058809,1.28725539895,109.45983666870691,4786.086743163668
68750103.5237,118.452702439,1.06547618608,266.8354855268978,10662.871400243999
159099303.558,116.881794673,1.40994740261,125.82749180782091,5454.3307328325736
57530937.8361,115.277348668,1.04263089379,298.94295368590855,11846.886777647127
141827433.665,104.438674369,1.09612557109,114.57579938631403,5004.963982720049
47758180.8236,101.811749562,1.38502442603,280.77239105290926,11110.934971858676
128437643.913,107.702541517,1.1991652791,130.51669300880303,5596.2252637657866
106673945.211,117.577500584,1.05266857816,177.66374266358397,7358.1686941383496
10537347.7844,85.567543003,1.17021666591,868.16044830991075,33428.442440544051
154784349.871,118.173745921,1.469334545,131.03972774730815,5648.7255748279131
30760603.9538,86.7170630896,1.24109899019,311.98686665930626,12199.225268018694
20455994.0426,93.5171854404,1.00911109335,536.43439766981635,20714.19033015582
100952465.303,85.9781680129,1.33512715947,108.97572664140692,4729.2508966348669
133798925.588,96.1721510872,1.00686105833,104.97364812866591,4627.575091265011
132207686.311,88.1159215994,1.14881398377,92.397057987468472,4143.1970326250039
49428471.9654,119.69894816,1.14610053785,370.66022256711392,14550.256080513585
31601336.2397,116.99396762,1.14683401479,545.56297642369111,21149.391082824048
160662475.944,113.7205096,1.01511535589,119.32459725583504,5207.5237661737692
141245398.496,80.72881343,1.34016430476,77.473194596067728,3578.8734878361815
17957894.176,117.210982995,1.28812027784,957.05117593611919,36902.708835604768
48758787.8276,85.4366056532,1.31995120478,198.46057235605616,7981.434042622408
83239860.7456,87.9042539183,1.40058159543,131.91444780998393,5566.4840992214949
41729748.4083,107.529963199,1.22376240982,353.91995412581133,13871.37632243099
101761470.006,99.4209223486,1.24291847151,137.9344039777618,5835.6679960625761
82992822.6743,107.975830388,1.33752536871,189.8476700387472,7771.2415060909116
46035722.7487,107.120773211,1.25787133143,320.18719344941644,12605.978230090725
116329161.913,87.4119925098,1.28340648799,100.37086364499622,4426.3511785802593
134210141.663,84.8530002192,1.44920705775,86.332500546727104,3912.4463940898559
28662048.2303,100.711756646,1.29822220103,446.73420353478855,17338.387533132882
116424447.578,117.676109232,1.17896251048,165.01295467556631,6893.0792907681489
69119348.5057,106.858002894,1.34104817257,219.18498372681648,8848.7575260759677
83004173.7363,90.7761581732,1.00774204561,139.70775534861556,5862.7491424243117
88011986.3475,90.0206513722,1.37720182942,131.22722440964719,5551.5415944416472
84040078.5983,113.456169552,1.23102662651,205.41523276778909,8366.5545541341799
30687569.6683,109.331153735,1.44018371457,491.27628709694943,19060.515363489598
74093722.5671,114.729370811,1.02932966128,234.78092375416799,9457.9167408842932
71359712.8423,111.506792251,1.46923372476,230.41248211773669,9283.2975300920825
15500381.9311,97.2099344986,1.45220347975,762.41560794518841,29376.267714642847
36723826.1015,106.482121126,1.49247262414,392.28221374472798,15308.572219217636
70233664.6778,115.102446582,1.03482282489,247.97850926228065,9948.9506066145259
81835400.9605,85.0177118856,1.41721783774,126.39704869245472,5352.7738305180192
141594888.059,107.636817722,1.42929982324,120.53470187683301,5232.3673824289872
149569075.287,96.7445430514,1.42641222776,97.398260827577843,4356.320293367984
147634984.43,98.3440450798,1.41507338071,100.90380385830672,4488.5581799154561
136310114.743,106.35463173,1.02244417236,121.81597420411329,5274.6822498215315
158461345.857,110.777916446,1.13888302252,115.57584580787588,5061.9446346184977
17194504.6882,91.1553344279,1.27713787873,605.0602962110886,23325.430415594132
72407583.6946,99.86592946,1.33567066265,185.86097776666168,7590.5464886172877
23756018.2915,99.9034064457,1.25545119101,527.95733136161925,20416.248484708103
80624042.7806,111.976744296,1.323048002,208.09686360691381,8459.8884137462719
126181486.447,96.5257875643,1.43139876532,110.48257627139165,4828.0054232339808
56169237.9387,101.349183878,1.46093278537,239.73951580179809,9584.8781102522735
34828421.6298,91.629537681,1.35500163453,308.51499721419697,12095.487839231972
144725476.529,115.42158735,1.13064842285,133.04098382132003,5713.6011190650734
144893570.388,118.925848999,1.16255492329,139.81717314240854,5972.3447414480015
83543411.9534,101.920561093,1.23636345717,170.19314006900782,7024.5246730914259
164477906.884,86.4552944692,1.27445546656,77.027144078527584,3586.9619996586098
40961585.6887,117.823520868,1.29598968669,430.19851253892023,16784.292788225517
133919332.914,98.1880372203,1.43976482544,108.43868123728913,4760.337053807827
75350080.0645,92.0404538358,1.41600550392,155.24357184347718,6434.0676527503529
107089761.079,90.1773046374,1.03214624421,112.45544783936678,4873.4019938472875
82146157.979,95.6909436123,1.20942238348,154.45959914776651,6422.2213044709843
139990659.83,106.396020201,1.09608038359,119.33288030259151,5184.4877964854595
68767940.9173,87.8069050529,1.01357643572,154.4530100563216,6384.5507715792701
110991240.661,83.3121010756,1.39523118369,96.43082745876336,4266.6783749630704
66520336.6646,96.883862975,1.0504410633,189.561056618702,7712.9078395233619
114002881.655,99.9384598771,1.17019035259,126.80613125394896,5432.9036215137712
49394782.1359,94.3692885246,1.01386364835,235.89368064314874,9408.8955852686395
48158194.0358,91.5611251239,1.42484969338,228.15596259937445,9108.4522288326261
12071865.9077,83.5608894567,1.36368583308,722.71959638268754,27819.237966329707
63023542.8987,96.9112762997,1.39354339307,198.94728305859516,8058.1098418212405
156149330.172,112.654916086,1.4299144791,120.18518010478736,5235.6624174331901
78033777.7251,107.84689486,1.32994910675,200.02845807009615,8145.7647180158774
117114351.509,83.077572741,1.26828602536,92.272888792046018,4116.8593834652638
110204158.583,118.013221589,1.40131259828,173.86664279767888,7219.8641574572257
83016858.5965,108.250745545,1.35083846049,190.67376430611895,7802.7484005238912
103156017.888,119.857553353,1.43388191671,189.33627829265694,7796.1601967564902
100834298.756,88.5858332785,1.36105819226,114.52112519807669,4940.9107652116072
12715362.0134,88.3704048498,1.28212687899,767.54539173798321,29554.362609465428
25404029.0379,114.791694516,1.01286364486,650.87954167930445,25153.268846925268
38612438.5923,99.324608345,1.26196461993,326.86825296678109,12820.116431772982
147650822.174,119.081015657,1.21563694175,137.96589265446642,5904.985871104619
106231378.477,101.638304037,1.19441801749,138.23409820414599,5855.341723562251
101087985.169,97.1239448142,1.27033971278,133.27536354584856,5656.8249463621696
73015582.0159,84.8843656471,1.44912350813,138.44227966316072,5787.9850714427685
128831158.691,87.2930026468,1.41263399677,92.823486659404438,4155.0501926999495
115420145.285,103.400550934,1.06482843878,132.94700362363855,5669.4087860388745
71071957.9082,86.943107727,1.47202459347,147.61925902358226,6131.5722264445758
87131231.8117,118.197247536,1.35468286259,214.362410324595,8714.8752166404574
147193691.205,108.656646721,1.01434575695,118.70166430604915,5168.9994375218994
148243611.992,106.203112604,1.0508555905,113.72015642774912,4979.8122578861376
31314700.3992,98.8320198263,1.17567080265,395.3058543509535,15388.288475037099
97750487.5365,114.817650369,1.28287224103,183.72589813673966,7571.735406889803
102700913.574,81.6032531092,1.35630687436,98.942309277536268,4348.4808613967371
112956048.075,91.3820226633,1.08459364385,110.21719549404696,4797.7803233671984
20889623.06,117.880977716,1.16881584525,832.77136509267984,32126.632726489715
98078567.6947,99.8369891101,1.38444356724,143.24386580704663,6030.7899868301256
37318380.9129,91.8277320134,1.38917812169,290.32933044549929,11417.731616795449
135763537.157,98.070816782,1.3679914689,107.0943982304094,4711.2856944577343
167972624.161,100.680186629,1.29207943055,95.031522878568978,4284.5439352335497
114108420.638,104.028785264,1.31674192332,135.5848750002811,5767.8591894670699
99726040.1807,113.476027175,1.04550137696,176.79913682009501,7311.9550149853267
81846639.4512,95.7774743208,1.09530349478,155.1853183613155,6449.0899409938575
53414372.5174,92.7835522512,1.49196386128,212.93000693534114,8552.8479143241457
56242480.5502,118.29314354,1.3711523262,320.74830016360903,12673.743572832202
153278490.776,82.1968284052,1.36885221274,75.215617185848814,3505.0685330675315
40788994.5766,110.951127212,1.30010561621,384.296368799405,15027.190771822656
151728116.173,98.2830660602,1.15268399089,98.753141949150987,4410.6896979588009
112594443.88,116.69359475,1.05375481785,167.32041618574678,6974.6201846819158
17919005.4478,106.280558407,1.36364276336,788.74326876330372,30408.946457605383
50699306.7948,93.6154692294,1.01594182109,226.93930939636979,9074.0340845043265
76824554.4882,107.458994941,1.33830476706,201.4923071427682,8198.1527262569107
140075929.094,88.8272372854,1.20797171435,89.67755926072897,4048.6177490531763
134499633.697,100.161788598,1.12942497959,111.59915891096558,4881.96739276259
140094416.987,119.669976944,1.21737435442,145.31894457526326,6176.2887808830155
168395558.501,105.920641552,1.23427642411,102.63467208833053,4576.6011682858007
111122508.381,110.693900232,1.20159115186,154.25077261576328,6474.2045043487769
91622006.7538,80.0170563148,1.19679225294,104.60316520658218,4543.2898811551622
103205679.124,116.845301632,1.33654920573,180.81214294561917,7471.5864563589093
33188737.3833,94.0131776595,1.0720683635,339.32739511771734,13260.968957222009
124244026.367,100.418060465,1.48115392193,119.29361784674559,5161.9036960118747
90592960.1108,102.686683174,1.18951673643,160.87227071698226,6686.2947092856175
69005592.7888,92.0644762455,1.20566856305,167.47933697435369,6880.8466960265168
36847193.6375,89.0270361697,1.30249611423,276.92216758206735,10903.476636541287
107993247.107,91.1265502257,1.41684609563,113.64261009565597,4920.3327722628173
90345973.1764,97.2132596923,1.02132447684,146.52293472002714,6139.4117193259372
147204235.575,85.2855834965,1.27746833637,81.503330238313836,3741.8801498229755
155496302.865,92.6621153882,1.49214215122,88.633069461772251,4025.9775098524806
41057549.3757,82.0496691773,1.01072508345,214.93033866054324,8567.8592472628061
82005200.6142,94.781530531,1.49019609165,152.11896210522443,6332.7759978964141
84565446.0627,92.3804730607,1.26599622248,141.7760235669061,5945.3049562847482
66953002.9537,95.6649066526,1.19005729791,184.20786041549778,7510.6671453268791
95551816.4124,107.039559389,1.19017085417,165.37877361536161,6868.5702220956264
14755418.0981,103.045637969,1.46327403931,899.77595896782964,34672.869082253899
29114214.7876,100.005616584,1.06637567944,433.98410099647668,16853.21966420328
97993783.4179,118.96882578,1.19659017914,195.43402220551923,8018.1283462868942
37963605.2045,88.4064767982,1.44405463022,265.7709858845945,10485.419207123439
143522907.096,116.983266613,1.46959185794,137.03022865756759,5864.3663790596675
147990648.11,107.510351762,1.11942688543,116.16251085359688,5072.8864502538718
44789996.6263,103.419005353,1.27735183895,307.14763918705216,12101.969077683656
165986931.508,97.170865814,1.07649502254,90.819332264740396,4120.7567360805051
27489568.3101,102.624034181,1.33353821623,482.75201644698484,18710.465759660827
127426148.609,96.5658666216,1.39765950436,109.71604970468468,4800.4402126983568
33585938.5585,97.6254291412,1.09583049446,360.93150854215094,14089.346426289027
156331389.435,99.2510097763,1.41123585749,98.052126897257523,4388.76411169724
74776979.1606,103.472303836,1.16762998927,192.65453136398648,7855.985172540124
109894376.187,99.1850933631,1.4600594445,128.98803356786129,5509.2716917648349
162659317.632,90.6386755434,1.39423148576,83.080914087675822,3819.337553063408
33975745.375,86.8745748411,1.43492470387,285.09908095449509,11196.274832272307
98952366.2171,99.8455594056,1.39826801224,142.21034369620318,5993.151991269574
103327074.242,114.025049618,1.00937998009,172.9323737508484,7171.7126917129526
127338285.575,114.581877129,1.49477859828,146.04499040553947,6186.8492694276083
39688150.4905,100.110548118,1.31243863654,323.36022844825868,12692.568432084598
167328672.068,83.2179699198,1.23378222595,72.206741955440165,3402.4474712079564
129460738.795,83.4728172269,1.12363185098,86.437157028717237,3910.1899320525317
78787080.0297,88.9377496578,1.17166078114,140.84478800853196,5895.329578628629
11838553.1685,101.112728303,1.29016495549,1079.6705561199051,41610.658396372899
52610311.8091,88.3079932301,1.41939304421,197.0584964568304,7945.5665918375817
142283493.752,100.850448111,1.08552830316,108.01575381647189,4754.6360464975687
138138054.945,86.8712683133,1.09646047067,87.596316080992551,3966.1165617386932
15682427.3403,107.738819496,1.05093345154,925.61156626867864,35675.850847337235
91906790.6523,106.962515216,1.11669068037,170.78935283323227,7066.7466952551104
33788804.0887,103.995182634,1.08403763024,405.81255751540033,15807.410483859556
107185022.208,92.5510531874,1.26212499296,117.26681798518941,5057.3358584053567
165455864.044,118.218304711,1.07865847933,124.24828968615039,5400.509940073187
110052830.133,108.257905802,1.00070619805,149.6162421802448,6295.7914946742721
109221052.875,101.523383052,1.01080084201,134.84829874069641,5731.5586521862151
115906932.431,103.048027483,1.04846415462,131.72776324591675,5623.6948228748906
54377717.9028,83.420172692,1.12588976701,172.57791649020254,7022.0904190588626
165510413.056,110.025328865,1.31963225071,110.48541142692636,4874.4131970994094
82576518.8709,91.82585292,1.16560569703,143.1230643376291,5991.740377643946
101259871.058,112.657292911,1.18886164293,172.24530190941505,7141.5637008905569
91789893.1532,105.855794002,1.14238335199,167.84947087718106,6954.5673246784709
122836682.691,81.8461327413,1.34001808072,87.138405124142636,3927.9061571096408
133652033.199,88.1716946053,1.28098000425,91.754069228507632,4120.3769617402713
143633918.464,95.6114502524,1.3316029701,98.569107150867339,4394.3967085312406
34980712.1785,113.599366647,1.16391252052,466.45363840116318,18137.371531287183
103749695.301,104.155786756,1.40398507043,147.03691889100477,6186.2147984083513
70068115.3014,107.561980054,1.08163626587,219.15221622862569,8850.5035250113633
90183279.4744,95.4017614976,1.48782124043,142.04803540664932,5968.6355654738109
80632527.1748,110.783281138,1.34385780181,204.04480284858982,8305.6318558208022
52450582.0886,108.833100869,1.46417231322,292.08434632926873,11564.002972649452
140063537.642,90.5520390964,1.3716862205,92.342398824980592,4151.0703361950164
39210896.9469,100.131770253,1.25134740935,327.21005974298339,12836.743293703548
15213011.5254,114.013752011,1.28030651058,1068.5912759390158,41195.897637462418
133147982.585,117.047974288,1.0035277736,145.95434446263621,6191.4589214740745
10843428.85,105.428660118,1.04027949171,1281.988891541876,49433.696848653875
141965328.263,106.039067066,1.01936232988,117.36582864189906,5111.7579836330915
73708752.0016,113.110301022,1.25596569584,229.75881212650415,9265.4869331583777
19274626.3383,95.7415861939,1.25402066614,595.95376174894318,22992.859715947288
15204884.5803,84.9171936838,1.34081860086,593.38192261140921,22857.917039202799
129609271.506,98.5741100802,1.42176399946,111.93841312777276,4888.4259344718648
160666569.051,111.083976062,1.23202660253,114.8408507902932,5036.1317878364734
148782436.568,93.9405345766,1.22839314587,93.445637405652306,4203.6926007332322
142407387.72,91.8904179704,1.16783601537,93.295471284001806,4190.5235126523548
92872645.756,115.757239871,1.31122607727,195.00663925716449,7990.9410636388229
117052578.985,105.239860353,1.10232788932,135.41179171181108,5765.9967174746207
135313975.251,106.538643644,1.03403846379,122.88427664934309,5314.1879201428901
38245247.981,108.898130046,1.41352803498,394.14846173725016,15389.217193481551
145150925.112,103.995470281,1.33195687588,111.74351796282411,4900.6449562237731
98076998.7422,95.7490143794,1.33195782427,133.3531760679837,5653.9314733442643
106867333.774,107.495613474,1.27774132892,151.49087800196301,6361.5927576867616
55496398.3321,114.547979132,1.11927786684,305.44698600517307,12086.749102349646
20797919.7061,118.765882037,1.31242004086,848.99275779109746,32751.43203574307
24709007.9699,108.110689445,1.09014446582,593.89876110783325,22957.283755222517
104534183.327,103.279679091,1.25435989845,143.9989910897514,6071.9287420998571
119495238.643,116.640056571,1.25182645727,158.90740974280601,6665.3442766746048
155944421.155,91.9546845317,1.20997341031,87.441127564198666,3980.5574759356205
87783865.1629,106.760103488,1.23554324004,177.11594269648904,7298.2345295747155
49635269.8814,85.597419227,1.25583265435,196.00814117912816,7892.2647281540558
123683422.057,87.2800114972,1.14193677463,95.638956758250728,4255.9402006443661
124929316.445,119.782708959,1.46594275105,160.29387936829457,6726.4546109101657
113024450.348,95.3195868424,1.12584841103,118.02803553263455,5096.2982650199619
150763530.366,105.517334882,1.43834910693,111.06305671036574,4881.0475701767937
148051255.271,84.7925834015,1.37661502876,80.499886851869789,3704.0507986314551
37231533.0301,115.595160683,1.48359790657,454.39498931065617,17689.246918979501
168822459.342,97.6658925514,1.40285116451,90.401125659500622,4107.3984902924585
87025959.9236,96.5892938466,1.26409620818,149.52511368855068,6246.1767466141537
60477234.7814,92.8467949634,1.22576690554,190.83886243180498,7740.4556862919299
11237861.9397,111.249845169,1.31855661273,1377.6140790919512,53133.482767769376
132905925.031,95.6376786738,1.07502634619,104.58173378457943,4611.401044130992
65387271.885,100.461101982,1.16769778189,205.63736294271939,8320.8399479556319
68095895.8299,101.382050877,1.42834468764,201.67456910889308,8178.9653213930997
137504748.752,117.167999671,1.35122946232,142.34670593480078,6059.6328964197064
165887355.742,107.514961488,1.0144594125,106.2978521426413,4714.4949149162367
163833400.929,117.171380682,1.37257117393,123.40497037300983,5366.6672053355323
41788560.5323,107.604157108,1.49593639637,353.91812101644075,13871.632404480302
161783794.892,104.532983928,1.26413060325,103.63094002566683,4608.2636615333204
145563302.774,112.711177318,1.22614962292,127.24822863771777,5493.4970300144987
124472126.977,115.275256437,1.29841631891,150.41296705110344,6349.1893220600468
143883080.53,118.021206864,1.44192045941,138.81304943995278,5932.8194191488919
78155397.1442,98.3216759656,1.18006606819,169.10307861028346,6969.1380509941628
79558550.6645,92.1114396594,1.08403143382,148.4631106176399,6187.3644181256695
29769293.0877,80.127516776,1.0355787565,276.40967873023516,10833.950623018858
32857407.2455,100.189181074,1.20483025746,387.63601404950742,15105.616748400756
63859410.4816,113.090951787,1.08976505327,261.7671186534028,10453.14123976146
19190065.9136,116.814503837,1.40405735681,889.79072523557647,34314.651667039107
84661825.9186,88.8974334313,1.45354802815,132.60684726804911,5596.2985252157096
142044619.084,99.0467506647,1.46833566722,105.0848020414972,4642.1633637747318
132734792.268,80.6224711679,1.00864176446,80.692042544250711,3692.7819037312561
97101989.0959,95.3792559597,1.32533093699,133.5696767525979,5660.2356993751282
146923706.623,117.597494933,1.12517645967,135.61698128635632,5814.5073927995008
148499296.269,98.8232961815,1.23833585413,101.22942639206495,4502.0212356583761
153702586.24,106.771641626,1.4757173309,111.51078904470837,4901.4137906033575
84747120.1879,90.9127705197,1.10492994835,137.67515516346899,5789.567607198278
119638812.534,101.844146276,1.42179758716,125.87230007818701,5406.1662798027292
53689740.0168,99.984262401,1.19675350949,243.57298402004483,9720.5365017763725
113297210.248,107.034237297,1.20515819703,143.18886142044141,6056.3691600004677
93298850.0827,81.8715690432,1.14185761837,107.02879346336387,4639.6131796416948
105077234.269,97.7586741975,1.23339774333,130.55483817690822,5560.5357457991304
13523129.5062,84.3174486417,1.31566021903,657.20743869288742,25302.970775051705
143620641.967,102.85327885,1.31194322722,110.67896128745546,4858.1212102817653
78542886.7774,119.432831676,1.25778839173,239.92753296188047,9666.6647687728091
54219630.0059,94.4386180796,1.21315080764,217.0664321087007,8713.6740062951139
132646209.251,114.705276657,1.045338594,141.42858615221812,6018.2072919007469
80718416.7521,88.8630988036,1.47682896083,137.83851142625463,5785.8494682485762
67356602.4918,88.5804282971,1.35164499779,159.66700781053524,6578.436786655765
156823815.391,98.0385017971,1.40170292813,95.979116412436014,4309.7347639043337
54642862.9132,117.241217479,1.03138672583,323.9737642913218,12790.215785815888
19783378.8618,114.857617113,1.35589188,834.61764738274178,32190.537371418934
131241155.99,105.615125081,1.46185065813,124.12827167260809,5356.2834145552415
80919440.081,88.1989153542,1.23687622554,135.79500434134991,5708.5347421985743
144688095.502,94.2146183893,1.32407467028,95.819367715393525,4290.1389529564913
155926721.508,97.2224688105,1.06127191417,95.154667917910075,4277.136795804071
68067320.4211,90.3564268247,1.26657939109,163.90927240840841,6742.083110434166
16803550.4951,116.760989645,1.14414119541,1014.7886610400383,39125.503093912237
31250060.8519,106.226517413,1.44329519341,456.13946514537662,17717.459931787598
41812086.7085,118.261907799,1.13078204535,424.84905372668084,16584.222153014707
48197871.424,113.198868467,1.43010955762,340.90133327856677,13407.499147146427
98113085.342,106.251482302,1.12747256642,159.58962592418689,6653.3907103444326
15381009.13,119.10113551,1.10821481731,1153.467193565609,44476.284456769303
140911657.35,112.062255692,1.43794572242,129.38363455397683,5569.3834140970503
168109527.975,106.079878708,1.39625098362,103.01040576294412,4590.7247859564486
124187016.662,112.11224091,1.10045990202,143.64835572709811,6090.909170360248
120737821.567,100.217487258,1.2029100831,121.64688691324213,5246.5715626799074
37029151.3239,104.777379434,1.27797358953,377.17075240279195,14732.532095163378
135089146.128,106.453289373,1.21715537169,122.88479107008331,5313.9150270900118
