CfgID,GUID,modelica.jturbine,modelica.ratio,modelica.rho,tl_integratedEnergy.output,tl_peakPowerOutput.output
cfg1,0fb64ca9-b0b7-4c76-ac2d-d6f4828b37da,108053277,116.5203407,1.492755048,7179.220152,172.8999398
cfg1,4a361254-123f-4d87-8282-04748444e232,46722775.73,92.88987061,1.480186296,9588.64216,240.9533898
cfg1,5d84bf8c-9ec6-4a68-8cca-7a8f8e56ae37,72623525.97,90.11007441,1.404521587,6391.313626,154.3246822
cfg1,ce9604e2-7351-46e5-b94a-94fad5189548,147802978.2,87.89120578,1.060866135,3875.253868,84.94040317
cfg1,72852b44-2976-4720-91f4-d03e25adbf79,82537724.17,85.73078769,1.463647703,5389.156834,127.3060344
cfg1,243728af-0583-4361-8b21-84a68a46124b,87941422.24,108.5533293,1.237494017,7492.025935,182.1969938
cfg1,5558c23c-b229-4222-9f63-9ea46335da64,120395703.9,86.3461276,1.192413287,4263.35998,95.95805752
cfg1,1b875868-fdde-484e-92e4-3571319de1a6,54227266.65,95.36097725,1.343776381,8862.829859,220.9847303
cfg1,677fcec5-3289-45c1-9e51-905f0fe021a3,161872529.5,104.6256263,1.396126871,4612.250368,103.7326614
cfg1,2cbfafe5-cc6a-41af-8060-12bd25ae7b6f,106814502.4,85.10124174,1.398186421,4497.467807,102.6386734
cfg1,9b238618-8c82-44e8-98c5-c980a1e838e0,126786694.5,86.69383413,1.185044215,4156.45017,92.9333658
cfg1,8cc963d3-b447-4941-b75f-c5610678928a,116472285,110.9588644,1.398196137,6278.418628,148.8794157
cfg1,9c256808-1500-4f6a-9940-c52f79fbe3dd,52854827.78,87.02935487,1.155206221,7719.174332,191.0783837
cfg1,005261f2-9cea-42a7-bb0e-02b52259c5cd,104171412.8,93.67157721,1.176914291,5247.194665,122.3824783
cfg1,9c8bd752-1c46-439a-b6b3-e64b28e415d1,164210958,81.70289938,1.489853155,3363.349008,71.28192602
cfg1,3461bce0-06e5-4192-9b28-fc13cc1d4d2c,54352819.32,112.2881325,1.162170718,11868.36073,299.8482632
cfg1,5b53d264-fb0d-4bed-bde9-71a1671c57a2,69244883.28,111.1214638,1.270504466,9461.380307,235.2620749
cfg1,4df202ed-be46-4bcb-8790-756f74956228,91263064.47,114.0031964,1.264939369,7897.239671,192.64002
cfg1,c0e5fe3d-d923-4fda-8a3e-ab6f24750949,138896440.1,97.27455811,1.281959487,4592.173587,103.8797776
cfg1,1ad718ef-53c0-4d08-8429-f5544b5242e6,85315858.62,112.032214,1.147155126,8090.517744,198.0825984
cfg1,f57c672a-2c66-497a-999b-5d9340b06e2c,38118316.32,98.14726624,1.259957313,12683.25282,323.3620869
cfg1,24850860-9a03-4f36-a254-79af15556ca0,152236007.5,95.00156435,1.389269395,4208.701531,93.476204
cfg1,73b5439f-ebde-4608-b8f2-cfe3bdb099b0,101284500.7,90.84245295,1.477053866,5110.80886,118.9489234
cfg1,f4a9693e-23d0-4d9f-ab20-aacba8f7af4e,160335437.6,102.2801944,1.162434193,4499.300725,100.8260593
cfg1,499ce921-0172-4274-aabf-070ff42700f2,18687724.57,100.7101198,1.225619227,26205.54256,679.5293902
cfg1,4d6b3ccb-751c-4268-93d0-7764669a8d70,45459096.63,95.0517553,1.191618331,10233.15388,258.0424159
cfg1,add2c432-44ea-4ff6-b12d-025b937d2113,37167271.7,114.5664198,1.477695897,17415.79167,447.2653585
cfg1,d68ab970-4be0-4931-a58a-ccaba8499fab,126568235.7,86.54978534,1.329176333,4151.560791,92.81403734
cfg1,04357419-fd1a-4f2e-bc55-9bf4151eef9d,116979719.5,90.73964296,1.352142175,4645.148231,106.0586107
cfg1,79e14670-cc3c-4427-86d5-1fb14314a093,45243785.52,106.4037061,1.311828883,12644.18229,321.2939774
cfg1,68ead631-0065-426f-9499-abc4efeadfee,141021865.7,91.38885757,1.267436507,4184.556425,93.18354087
cfg1,285997ad-75b7-4eee-ba81-8a1d71e72683,33221034.72,109.2291651,1.434810665,17651.21521,454.0618425
cfg1,596aa15f-2205-42ca-ab5a-0af554539198,10147919.05,90.30802831,1.299826042,38696.31289,1004.439813
cfg1,9a348c95-4ee0-4d2b-9f00-a6cb224b4177,61923532.23,103.7960148,1.120513696,9212.111641,229.3701843
cfg1,c2a80ad1-3a7a-449c-bb3e-213f6530bd3e,21801874.8,109.5815105,1.023496986,26639.15503,690.173064
cfg1,bfabaee8-e504-44e6-91f6-158ea4aa8329,55565478.8,115.696537,1.397154026,12296.99968,310.949736
cfg1,0c78e31e-5d1c-4553-889d-a3f8f77924e6,14262298.57,116.5197166,1.415361793,45905.38241,1190.54956
cfg1,31f8cb6a-a602-40f1-b894-4573ebecc107,106693204.1,107.0867992,1.203407281,6331.090737,150.6984136
cfg1,b8a699d2-acbb-4693-84e7-4b14a4fad621,134744323.8,97.87495731,1.270729655,4720.678572,107.3741342
cfg1,a8f733b4-9ea7-47c9-8095-ae98154ab75f,25610516.59,106.5975362,1.212443918,21569.09408,557.5950577
cfg1,8d312e9f-7831-4a52-8141-97f4e145fd1d,101324127.8,81.49494757,1.091425821,4376.712926,99.74570327
cfg1,b93e64d0-2865-4e94-873d-d2ea0d52ab83,101260189.9,119.7703309,1.492448511,7901.219531,192.19156
cfg1,599b1a74-8de7-42dd-a9ad-39b02132ae4b,31985976.43,119.7230968,1.125718918,21868.95882,564.2434903
cfg1,f5bbd8f3-1603-4924-8e10-facae63a6c60,35052706.02,94.85542683,1.286136859,12832.52317,327.7808514
cfg1,6551b4da-64e1-427e-a717-44a86b4e3bec,165387713.2,92.64447815,1.301612193,3888.224504,84.79631369
cfg1,def40ca0-ab95-47b7-9d1f-5b76c015f37b,58738241.32,80.98471979,1.486419701,6300.912605,153.1591277
cfg1,426c2a6f-7710-468f-b1d8-ce336c70e33c,73264123.58,89.69248297,1.30019209,6302.209307,151.9341025
cfg1,4d0ea024-8409-43cf-adff-dcfc95581f75,42281327.69,113.4897589,1.401363734,15176.66178,387.9890625
cfg1,b5b6b3ce-b8c0-4e1c-a52f-ceda856daa80,135422208.5,88.31751875,1.309097126,4097.76512,91.1065382
cfg1,5c4ba8b7-61cc-4948-8cf8-98db93665176,149699169.3,93.80471907,1.14419464,4180.674175,92.81973205
cfg1,17d15730-1d14-4e60-90f2-c1d19b614a14,101943499.8,101.3694579,1.177268868,6005.836956,142.3913876
cfg1,d7559dc9-9b53-40c1-8436-5eb596812be1,72221528.93,109.1217837,1.16222763,8851.529605,219.0052754
cfg1,36f9e403-cd63-475f-8f83-762506b8119c,20066222.49,117.4790796,1.113844399,33203.44926,860.8372874
cfg1,2c0e98bb-0be8-49bd-9978-b1df038b7b30,79987483.57,119.498403,1.338505208,9529.93264,236.2356298
cfg1,769a0f3a-2985-4434-96a6-dee007ea1395,136692389.2,96.35318164,1.3012446,4577.948472,103.5804722
cfg1,a9b010ff-cfe7-4406-b117-1c7d43367102,111457001.7,84.80182684,1.321683867,4359.549818,98.83244899
cfg1,621d9c56-ca1b-4fae-b5ff-2dcff48cd9c2,138558545.2,110.8056271,1.175943659,5540.697296,128.7090942
cfg1,02d242ec-a0ed-4d4d-9d48-211cefdf735e,151385310.4,95.00529624,1.018178807,4222.812981,93.86786626
cfg1,64c85e16-4f1b-437b-9361-5e323c3569e8,39725773.12,92.5940723,1.216499303,10971.18671,278.2351164
cfg1,2bd0efa0-ff68-4d36-9d55-2537eed79403,13688777.26,88.50497528,1.056057624,27545.90275,715.3207709
cfg1,40255d1a-f592-4a91-ad9d-4ea17acc9dc0,61703319.1,117.248927,1.20376654,11493.25272,289.2525444
cfg1,b7fe06c2-8b88-4788-b404-5b0a853ea405,112943799.1,114.8018615,1.389664083,6778.069059,162.1455319
cfg1,38edfd70-3df0-4ae5-a3dc-e2d92266d3c1,124212587,95.24760588,1.287255399,4786.086743,109.4598367
cfg1,fd4fb16a-1362-4e76-ae21-d64ca566cbb2,68750103.52,118.4527024,1.065476186,10662.8714,266.8354855
cfg1,340ab4a9-d346-4f4d-b990-04e27ec05166,159099303.6,116.8817947,1.409947403,5454.330733,125.8274918
cfg1,235c053c-5d12-4434-9c34-5c0eab7cea2b,57530937.84,115.2773487,1.042630894,11846.88678,298.9429537
cfg1,c7721445-7c2c-4b7c-934e-b53ade1434fd,141827433.7,104.4386744,1.096125571,5004.963983,114.5757994
cfg1,43fa620a-c6b5-4eea-9fd7-7b2277c686d0,47758180.82,101.8117496,1.385024426,11110.93497,280.7723911
cfg1,581a07d4-0a92-40eb-8417-220b116efcbd,128437643.9,107.7025415,1.199165279,5596.225264,130.516693
cfg1,38ba314e-6d86-4b14-b1bc-15bea575a7e5,106673945.2,117.5775006,1.052668578,7358.168694,177.6637427
cfg1,f5d8123f-ac4c-430d-b84b-4714c9140603,10537347.78,85.567543,1.170216666,33428.44244,868.1604483
cfg1,d9910ee8-c5be-4f60-b278-6746a0e637a2,154784349.9,118.1737459,1.469334545,5648.725575,131.0397277
cfg1,a370520d-c47c-4a5a-a931-e4e99e7f0a14,30760603.95,86.71706309,1.24109899,12199.22527,311.9868667
cfg1,d83681b3-15c0-45fe-ac26-9b93725d3211,20455994.04,93.51718544,1.009111093,20714.19033,536.4343977
cfg1,a0318422-c859-4b36-99e5-f1ed91daf204,100952465.3,85.97816801,1.335127159,4729.250897,108.9757266
cfg1,ebfc3ba7-996a-4b8d-ae8e-73f8263bcd9f,133798925.6,96.17215109,1.006861058,4627.575091,104.9736481
cfg1,e9de07ca-735c-4731-9871-407578348523,132207686.3,88.1159216,1.148813984,4143.197033,92.39705799
cfg1,665c809c-a2c0-43b4-96ba-346b783c194e,49428471.97,119.6989482,1.146100538,14550.25608,370.6602226
cfg1,89684c33-e42d-4c3b-badb-82813d29bcb9,31601336.24,116.9939676,1.146834015,21149.39108,545.5629764
cfg1,9b0bbbed-a338-42b6-ab2c-98078fe81d55,160662475.9,113.7205096,1.015115356,5207.523766,119.3245973
cfg1,66b28335-7612-4f3a-b232-7d7fce0d5fb9,141245398.5,80.72881343,1.340164305,3578.873488,77.4731946
cfg1,99299ce4-48a4-456f-b4c1-909e6eb4a018,17957894.18,117.210983,1.288120278,36902.70884,957.0511759
cfg1,085f636e-b6ed-4232-9354-f58fed6ec066,48758787.83,85.43660565,1.319951205,7981.434043,198.4605724
cfg1,5e4b1da5-50fa-4221-af85-417b8a6a3ab6,83239860.75,87.90425392,1.400581595,5566.484099,131.9144478
cfg1,3964a594-ab7f-4a58-af26-34a9ef76e2f8,41729748.41,107.5299632,1.22376241,13871.37632,353.9199541
cfg1,a0b48fa2-12f7-480c-b6d3-4b7931b0397b,101761470,99.42092235,1.242918472,5835.667996,137.934404
cfg1,c834aabf-ce12-4047-b931-82ce4690cfc9,82992822.67,107.9758304,1.337525369,7771.241506,189.84767
cfg1,2dedd274-3fac-4ffd-b08f-e5ef5119c150,46035722.75,107.1207732,1.257871331,12605.97823,320.1871934
cfg1,553e3eb7-c2b3-4d3c-a667-5e689bad073a,116329161.9,87.41199251,1.283406488,4426.351179,100.3708636
cfg1,6741c714-d0d6-4633-ab72-e5774d1b42b1,134210141.7,84.85300022,1.449207058,3912.446394,86.33250055
cfg1,bdc17a0e-4d65-4386-ac4f-d1bc12c6b86c,28662048.23,100.7117566,1.298222201,17338.38753,446.7342035
cfg1,5f91c9ed-c97f-4346-8fd7-d71f7bca9f4a,116424447.6,117.6761092,1.17896251,6893.079291,165.0129547
cfg1,39a6fb08-f311-4d75-81bc-e5ad55a62e61,69119348.51,106.8580029,1.341048173,8848.757526,219.1849837
cfg1,8223d0ea-b554-4732-b29e-13103bd7a50f,83004173.74,90.77615817,1.007742046,5862.749142,139.7077553
cfg1,8aa0d023-7390-4815-8943-28257ca2a9e5,88011986.35,90.02065137,1.377201829,5551.541594,131.2272244
cfg1,ab56c58d-e34e-40b8-9210-dbd641270ed0,84040078.6,113.4561696,1.231026627,8366.554554,205.4152328
cfg1,dcbbafcb-6af2-4219-b480-73d9587f7150,30687569.67,109.3311537,1.440183715,19060.51536,491.2762871
cfg1,4c9345b2-ebea-4a85-b314-433a23eda573,74093722.57,114.7293708,1.029329661,9457.916741,234.7809238
cfg1,5185d6b8-f4d6-4968-8ea6-8b879940b1c1,71359712.84,111.5067923,1.469233725,9283.29753,230.4124821
cfg1,caae27ef-8822-4c39-b85d-f5011f0468cd,15500381.93,97.2099345,1.45220348,29376.26771,762.4156079
cfg1,b9812eae-dbcf-41f6-9dde-8077ce9ab8f0,36723826.1,106.4821211,1.492472624,15308.57222,392.2822137
cfg1,3499d26e-6bbf-4dd0-af02-45be815e6c2b,70233664.68,115.1024466,1.034822825,9948.950607,247.9785093
cfg1,ab16e906-44c8-4f22-9789-a1df9eb2d5ba,81835400.96,85.01771189,1.417217838,5352.773831,126.3970487
cfg1,b67afcd1-ec8c-4bbf-9752-8f2d9732132e,141594888.1,107.6368177,1.429299823,5232.367382,120.5347019
cfg1,c5832272-f9f7-4909-aa35-a2d628865225,149569075.3,96.74454305,1.426412228,4356.320293,97.39826083
cfg1,8f0ea69c-3bfc-4a1a-a8c5-96f72454a304,147634984.4,98.34404508,1.415073381,4488.55818,100.9038039
cfg1,5410aa6f-e790-416f-a7cd-a74e2dd75899,136310114.7,106.3546317,1.022444172,5274.68225,121.8159742
cfg1,4d876400-a48f-404c-8b84-98aa9dc24bfa,158461345.9,110.7779164,1.138883023,5061.944635,115.5758458
cfg1,95526b99-c60c-489a-aa65-ed215619a6b4,17194504.69,91.15533443,1.277137879,23325.43042,605.0602962
cfg1,0748f112-e015-4288-8438-0e11b38fa31b,72407583.69,99.86592946,1.335670663,7590.546489,185.8609778
cfg1,682b0e6a-27d8-4352-ba02-5c4d9a39c4a1,23756018.29,99.90340645,1.255451191,20416.24848,527.9573314
cfg1,095ce94a-492f-4eda-bc78-fc11805ede75,80624042.78,111.9767443,1.323048002,8459.888414,208.0968636
cfg1,1adb8ecf-43fc-4bfd-a4d3-ae2b2a1f38c2,126181486.4,96.52578756,1.431398765,4828.005423,110.4825763
cfg1,22a1ba0a-6b77-4158-89f5-a60779a757da,56169237.94,101.3491839,1.460932785,9584.87811,239.7395158
cfg1,be4f381d-82f9-4988-952c-43e3fd7f3564,34828421.63,91.62953768,1.355001635,12095.48784,308.5149972
cfg1,baa8acca-8180-4046-b695-950e9340557f,144725476.5,115.4215874,1.130648423,5713.601119,133.0409838
cfg1,c878da1c-ab01-470a-9ed4-ff2228d929be,144893570.4,118.925849,1.162554923,5972.344741,139.8171731
cfg1,9922be2d-dcb8-4fdc-9452-8fafb6043f44,83543411.95,101.9205611,1.236363457,7024.524673,170.1931401
cfg1,816220b1-c2c4-4ac6-a3ce-ac01e85382df,164477906.9,86.45529447,1.274455467,3586.962,77.02714408
cfg1,38aa4e44-a9c4-470e-b88e-624a43de993b,40961585.69,117.8235209,1.295989687,16784.29279,430.1985125
cfg1,720e70e6-a5d2-4912-8dea-56f2b97f73f5,133919332.9,98.18803722,1.439764825,4760.337054,108.4386812
cfg1,90561a27-67c4-4b52-8076-3ca9f9b51167,75350080.06,92.04045384,1.416005504,6434.067653,155.2435718
cfg1,ad24134a-77a3-457f-a049-da57fe58a4a2,107089761.1,90.17730464,1.032146244,4873.401994,112.4554478
cfg1,36104cda-44bb-4c3e-b2cc-2c589b5adb08,82146157.98,95.69094361,1.209422383,6422.221304,154.4595991
cfg1,42d87aca-0492-4884-a8aa-0cb51898c1d2,139990659.8,106.3960202,1.096080384,5184.487796,119.3328803
cfg1,5ba9edac-9895-4c4e-b29f-7f9891934c3f,68767940.92,87.80690505,1.013576436,6384.550772,154.4530101
cfg1,5f78c452-ac24-484a-b7b7-b3161aa958af,110991240.7,83.31210108,1.395231184,4266.678375,96.43082746
cfg1,dcb0605d-3269-484e-b724-3a380c2b799f,66520336.66,96.88386298,1.050441063,7712.90784,189.5610566
cfg1,fd6ccee4-7baf-4290-b864-c6ba731f1ae6,114002881.7,99.93845988,1.170190353,5432.903622,126.8061313
cfg1,a3a44ce9-02ad-4675-b466-7965f12f01cf,49394782.14,94.36928852,1.013863648,9408.895585,235.8936806
cfg1,9a445624-f320-4930-a0e0-9dbebbddae00,48158194.04,91.56112512,1.424849693,9108.452229,228.1559626
cfg1,4ae37eb5-6176-4cc6-b2c7-ece86b373149,12071865.91,83.56088946,1.363685833,27819.23797,722.7195964
cfg1,7d695596-19ff-4bfc-bd34-38afb9124728,63023542.9,96.9112763,1.393543393,8058.109842,198.9472831
cfg1,eec1ab0c-e22a-4611-9d1b-96f360ec8c0b,156149330.2,112.6549161,1.429914479,5235.662417,120.1851801
cfg1,95720c85-c95f-43e3-9ec7-fdcfbca7cb7e,78033777.73,107.8468949,1.329949107,8145.764718,200.0284581
cfg1,a32a4c2b-535b-425d-a968-5b0dd685a4e0,117114351.5,83.07757274,1.268286025,4116.859383,92.27288879
cfg1,8e405850-5e33-45d7-830a-10f6e6b88f84,110204158.6,118.0132216,1.401312598,7219.864157,173.8666428
cfg1,f91248eb-7421-4d22-9758-4427316e3dd4,83016858.6,108.2507455,1.35083846,7802.748401,190.6737643
cfg1,a8110b31-1120-4841-b6c0-425615c8b103,103156017.9,119.8575534,1.433881917,7796.160197,189.3362783
cfg1,d9a559ed-4c00-4831-bdc4-aa00eb2f7c81,100834298.8,88.58583328,1.361058192,4940.910765,114.5211252
cfg1,946f2dfd-5ed5-4152-83c6-710a7da13074,12715362.01,88.37040485,1.282126879,29554.36261,767.5453917
cfg1,e688e876-717e-4399-9217-2699714e8336,25404029.04,114.7916945,1.012863645,25153.26885,650.8795417
cfg1,6bef2428-ed7d-459a-8d97-d0e99e4358e1,38612438.59,99.32460835,1.26196462,12820.11643,326.868253
cfg1,1c741fdc-1471-494e-b018-60c4585834d7,147650822.2,119.0810157,1.215636942,5904.985871,137.9658927
cfg1,f96cc82c-cdfa-47e2-8300-3a7dbcadd3e6,106231378.5,101.638304,1.194418017,5855.341724,138.2340982
cfg1,98dd9487-32e1-43bd-9e42-b39939946788,101087985.2,97.12394481,1.270339713,5656.824946,133.2753635
cfg1,255c33fd-74b0-484d-8c87-842e7a7e405a,73015582.02,84.88436565,1.449123508,5787.985071,138.4422797
cfg1,7b702862-6262-455f-82fe-267d1ae00d74,128831158.7,87.29300265,1.412633997,4155.050193,92.82348666
cfg1,cb32946c-914e-4bab-beb6-33f40c63648d,115420145.3,103.4005509,1.064828439,5669.408786,132.9470036
cfg1,a656d98f-1e48-4086-9f9b-ee0967bbed39,71071957.91,86.94310773,1.472024593,6131.572226,147.619259
cfg1,a079ca11-318c-4dc8-9f1f-28ade2d64a26,87131231.81,118.1972475,1.354682863,8714.875217,214.3624103
cfg1,c3f2ff62-8e14-4ef6-8b2f-7743834f0afc,147193691.2,108.6566467,1.014345757,5168.999438,118.7016643
cfg1,bf3993de-f665-4bce-80d9-32c9acce5cec,148243612,106.2031126,1.050855591,4979.812258,113.7201564
cfg1,69fce50e-6556-4573-983b-a968226ea20e,31314700.4,98.83201983,1.175670803,15388.28848,395.3058544
cfg1,628d408b-36c9-4b32-83d6-fb6f05541507,97750487.54,114.8176504,1.282872241,7571.735407,183.7258981
cfg1,6294b9c5-bff9-4b3f-acf0-c3a0bb33e20f,102700913.6,81.60325311,1.356306874,4348.480861,98.94230928
cfg1,d23a444f-da02-4ae4-bd0c-e73d92994df0,112956048.1,91.38202266,1.084593644,4797.780323,110.2171955
cfg1,fd4ef536-d0b1-4fce-a198-73d52688a537,20889623.06,117.8809777,1.168815845,32126.63273,832.7713651
cfg1,aa87f83c-9ec1-4533-be50-ce7154c77232,98078567.69,99.83698911,1.384443567,6030.789987,143.2438658
cfg1,a6960e2e-7a59-4680-83b8-399a0c942d0c,37318380.91,91.82773201,1.389178122,11417.73162,290.3293304
cfg1,cc6552bc-423a-4ed9-95c1-b4cbc8e58360,135763537.2,98.07081678,1.367991469,4711.285694,107.0943982
cfg1,a5a0ba5d-7e30-4e0b-8d3a-7a46c553f64e,167972624.2,100.6801866,1.292079431,4284.543935,95.03152288
cfg1,3af7be6f-3adf-4e1e-88ff-d6dc3f534242,114108420.6,104.0287853,1.316741923,5767.859189,135.584875
cfg1,d86d8b75-1b06-4c56-9f52-366820553ac7,99726040.18,113.4760272,1.045501377,7311.955015,176.7991368
cfg1,82e51a95-b0bc-435a-aaec-e27419d6a128,81846639.45,95.77747432,1.095303495,6449.089941,155.1853184
cfg1,d660ebd6-20f3-4031-be49-1665ea12b704,53414372.52,92.78355225,1.491963861,8552.847914,212.9300069
cfg1,cdb7e90b-13a7-4bd0-9a9b-bb676e4c3ac9,56242480.55,118.2931435,1.371152326,12673.74357,320.7483002
cfg1,edf0ffe3-e7d1-45ee-ac9d-bf8483f66bd0,153278490.8,82.19682841,1.368852213,3505.068533,75.21561719
cfg1,eda91fee-7c7e-4680-b943-adf16374eb4b,40788994.58,110.9511272,1.300105616,15027.19077,384.2963688
cfg1,269baa91-9eec-4e15-a0aa-382226a8d2bf,151728116.2,98.28306606,1.152683991,4410.689698,98.75314195
cfg1,78e5638b-2b8d-4e00-b633-4569681943aa,112594443.9,116.6935948,1.053754818,6974.620185,167.3204162
cfg1,157b1050-65d8-4f88-962d-cc4f370dc3ca,17919005.45,106.2805584,1.363642763,30408.94646,788.7432688
cfg1,8f90756a-f5bc-4c16-8088-1a47df6c1623,50699306.79,93.61546923,1.015941821,9074.034085,226.9393094
cfg1,a7d64501-17f5-4736-b330-6172ab3f269d,76824554.49,107.4589949,1.338304767,8198.152726,201.4923071
cfg1,a01b9ad7-aa7e-4e5b-9a12-a6887334aa97,140075929.1,88.82723729,1.207971714,4048.617749,89.67755926
cfg1,ca4a3331-3424-48c8-8e80-9bc6e9ed0e5a,134499633.7,100.1617886,1.12942498,4881.967393,111.5991589
cfg1,0c838ea6-49b7-437d-8b1b-a0ed7bfe5727,140094417,119.6699769,1.217374354,6176.288781,145.3189446
cfg1,66115ca2-ad69-4691-a04f-946231ed79cf,168395558.5,105.9206416,1.234276424,4576.601168,102.6346721
cfg1,dfcce8d5-c1d1-4a7a-a8d0-83c034a30873,111122508.4,110.6939002,1.201591152,6474.204504,154.2507726
cfg1,cce25550-6a66-43a1-b381-3a5dc734589c,91622006.75,80.01705631,1.196792253,4543.289881,104.6031652
cfg1,aa638ba1-eb9a-498d-81f1-78230bf681de,103205679.1,116.8453016,1.336549206,7471.586456,180.8121429
cfg1,0917f474-3775-47e0-892e-3030f13470cc,33188737.38,94.01317766,1.072068364,13260.96896,339.3273951
cfg1,c7de217a-deb4-42a1-80ee-120dedb5b6b5,124244026.4,100.4180605,1.481153922,5161.903696,119.2936178
cfg1,fa37709c-9b97-4425-8166-66b6a4628cbc,90592960.11,102.6866832,1.189516736,6686.294709,160.8722707
